d1,k1,d2,k2,Kd,n,k3,d3,k4
0.019666228,0.078072844,0.137246096,7.688353322,93.86420367,0.659525342,0.026454527,3.072557365,0.097911416
0.016599328,0.737055175,0.004475415,0.000285649,0.659426911,0.753928701,0.003381946,5.743368298,0.000301416
0.018750934,1.968641639,0.125169927,0.0128578,6.826006015,1.248763262,0.006321692,0.005677625,5.677624505
0.015009353,0.092080288,0.000122791,3.868120546,2.823796095,3.32533572,0.050214985,0.155179137,0.000268638
0.015615714,6.79986045,0.001090184,0.002536102,169.4988151,3.976502285,0.005677625,0.862647431,0.088274107
0.017540304,4.128890196,0.176807222,0.385330453,1.037130326,2.224529145,4.407239651,0.112417347,4.492623247
0.015199091,7.011861566,0.000599101,6.594269111,259.5175106,1.874492431,0.001442669,0.000320504,0.00041767
0.015585794,0.074845668,0.000107771,0.00424131,0.971627952,2.587394431,0.001383036,0.130566972,0.001545848
0.015523148,0.938642037,0.003144126,0.005360023,0.757123396,0.673850287,0.025654684,0.00119996,0.156976027
0.015077153,5.743368298,4.03490518,1.51065978,0.110704855,2.410779998,0.035823389,0.001218522,0.000712033
0.01573899,0.121852188,0.004004055,0.00069316,2.339734973,3.476173282,0.001557758,0.032671319,0.093864204
0.017709314,0.212569035,0.000105317,0.000279147,0.889542427,2.240001968,0.000237593,0.079585387,0.001426155
0.016459841,0.477712567,0.003421107,3.096230849,5.040806191,0.860054507,0.193865264,2.312952248,0.452723807
0.015551457,4.065993375,0.098287887,0.830169296,0.414476584,2.184798154,0.000297966,0.003514256,0.004527238
0.016785005,6.569011165,0.126619327,0.007747591,10.37130326,0.667342828,0.001844308,0.40973211,0.14933674
0.019764539,8.82741071,0.273841963,0.308437139,12.90723845,1.870598583,0.000180233,0.176807222,0.023577622
0.01613324,0.303738609,0.029006812,0.000111131,1.774870482,1.075121717,0.00246888,3.43426128,1.694988151
0.019274156,0.041130754,1.098584161,0.000228648,16.94988151,1.202052577,0.021094375,0.000823822,0.017748705
0.018391212,1.946106784,1.38835331,0.019238299,432.3478796,0.684204738,0.001172645,0.627335696,0.016374448
0.018860939,1.38835331,2.545853058,1.464985524,1.137190789,2.011818283,0.000154585,0.299111653,0.000252639
0.015857155,8.963961859,0.000550596,0.000624933,14.99109421,0.509622189,0.000223443,0.012326317,0.000334323
0.016958117,0.454464537,1.453784386,0.000701186,3.765592613,0.924983798,0.000714771,5.809873369,0.000321736
0.017055969,8.175230379,0.000261517,1.102808234,20.37823972,0.723216752,0.078976885,0.529866749,0.000674787
0.01683982,1.51646829,0.0006985,0.000206935,2440.619068,0.990686158,0.069850041,0.010943763,0.261517045
0.015335245,0.372248823,0.00016187,0.007542234,0.139905031,1.827029591,0.002251645,0.00118168,0.01650061
0.01901348,1.19078494,0.078072844,0.114595263,0.166277441,0.906576079,6.297478111,0.005197965,6.958249547
0.019785398,5.040806191,0.231295225,0.000142069,18.0232594,2.41914962,0.826989509,0.014206922,2.507071193
0.015742009,1.098584161,2.6556245,2.109437521,159.4042881,1.067695309,0.004888399,0.004340103,0.036517413
0.018998899,1.377738094,0.00412889,0.192382988,0.437354232,0.864237657,0.011953635,1.44266889,0.000445827
0.017525172,0.906775965,3.292304533,0.248790237,48.32442183,0.903439564,1.656405511,0.000506019,0.045446454
0.016368548,6.468943132,0.000712033,0.144821597,39.12911271,1.993771394,3.205039109,0.001336083,0.017885455
0.016462999,3.474028151,0.011459526,0.003897924,2770.129039,0.539053362,0.830169296,1.887266945,0.000325462
0.017123159,0.219196358,0.125651208,0.002459424,1.637444794,1.818186259,1.204573579,0.004257618,0.339494962
0.016412557,0.054013211,0.376559261,0.04632691,4.306918629,1.153885442,3.049064887,0.00339495,0.004004055
0.019916746,1.320788666,0.006370399,0.59452027,6.931597451,2.614436445,0.339494962,2.304092976,1.094376268
0.016733578,1.643740793,0.01557758,0.000160017,32.05039109,0.537560859,1.275949051,0.000682601,0.000690505
0.019789193,0.24312708,0.036377541,0.071751888,0.826989509,3.990307701,0.00016885,9.82878873,0.000179542
0.018781526,0.044241856,0.009791142,0.001816213,8.62647431,1.545956794,0.051780551,0.003722488,2.945551814
0.01660092,7.484566763,3.16835133,0.00401945,20.22242965,2.965961766,0.224302097,0.128085509,0.000515822
0.016736787,1.204573579,0.000440724,0.159404288,172.120791,1.174869079,0.015048735,0.000174114,0.037511693
0.01597008,0.100964028,0.12956867,0.148194926,26.556245,0.600193666,0.151646829,0.004704354,0.170804772
0.015934895,1.415250553,0.033560879,0.71751888,0.187283708,0.638385594,0.000132587,0.074558987,0.000627336
0.017584091,5.099175976,0.012421289,0.000229527,6.670627149,1.064739129,0.002166872,2.968246743,0.035007949
0.01609924,1.065368864,1.320788666,0.002286476,0.162492505,2.682354655,0.000156976,0.000599101,0.000169499
0.016962996,0.757123396,0.007571234,0.003421107,0.29796597,2.153226372,0.81439169,0.00050215,0.005021498
0.017291466,0.068785991,0.056342139,0.050214985,0.116367937,1.582823072,0.479549379,0.0003408,1.124173474
0.019779707,2.053525026,0.070930551,1.037130326,18.16212526,0.735858358,0.111130517,0.000200678,1.70804772
0.019259375,0.179542251,0.193122704,0.00869294,17.88545529,0.503652297,0.001124173,0.004097321,5.548385993
0.017567237,7.175188804,0.001163679,0.012373712,155.1791374,2.507935074,0.133608268,1.420692213,0.419275997
0.016220109,0.285649411,0.01600172,0.000672202,69.58249547,0.902813565,2.823796095,0.011771541,0.110280823
0.018989792,2.037823972,0.078976885,0.068522521,4.176700491,0.625681347,0.018302061,0.000354133,0.137773809
0.015295591,0.191646106,0.28237961,0.016949882,0.419275997,0.938546416,3.514255501,0.141525055,0.203782397
0.017205457,0.085934324,0.004686335,0.000515822,38.53304533,3.692249385,0.913762505,0.000313208,0.073705518
0.01508583,0.760034547,0.032421517,0.024312708,268.6375182,1.058851301,0.036940264,0.580987337,0.065942691
0.018132042,0.59452027,0.690504744,1.575796023,12.3737119,0.99896082,4.597269885,0.005339493,0.090330275
0.019976041,4.926063433,0.002312952,0.021585726,1.754553708,0.506452896,0.121852188,3.394949616,0.001246905
0.019357508,0.118622389,9.980830188,0.000620155,68.52252111,1.627322285,0.000257533,0.00013672,0.004650504
0.016690308,2.440619068,0.000836566,0.019762111,0.143714305,1.115352704,0.285649411,8.462525688,0.392795647
0.018722186,1.223207119,0.00015223,0.023850638,13.30965097,0.883008971,0.002217345,0.002717482,0.034474661
0.015698292,9.716279516,0.19762111,0.005699455,5.968062098,3.159070207,1.077705254,7.928055225,0.001701505
0.015627699,1.005773063,1.090184492,0.185139889,1.049139729,3.889271637,0.000112417,0.001522299,0.031805337
0.019945415,2.759518649,0.018800382,0.003868121,0.319276289,0.510683021,0.369402644,0.178169489,0.056126333
0.015907414,2.175204034,0.000378007,0.4851023,2497.468389,0.888534685,8.963961859,0.403490518,1.551791374
0.016862443,0.081752304,0.365174127,0.04851023,0.294555181,3.187664954,0.000189452,0.004306919,0.004579661
0.017164259,0.067998605,0.003168351,9.531618832,42.73988343,3.940831323,0.141525055,0.288957076,0.000219196
0.019615376,8.527727876,0.001145953,0.000251671,320.5039109,0.682310347,0.000979114,4.492623247,1.021331359
0.018175563,0.045272381,9.314652699,0.011999597,4.686335029,0.588249462,7.747590655,0.008495064,0.00397344
0.015811602,9.314652699,5.158221651,0.000121385,117.2645298,1.282981173,2.183567726,0.899842843,0.118168031
0.017721205,4.851022995,0.003679877,0.356861749,4.065993375,0.611956072,1.499109421,0.000472244,0.005380633
0.015720889,0.210943752,0.006722023,0.150487352,2.595175106,1.594937621,2.770129039,0.016564055,0.000327969
0.015336716,0.292303041,0.001747833,0.000230409,5.832212419,0.57256048,0.397344007,0.012613434,0.002101358
0.015563391,4.257617739,0.013258671,1.159222139,0.57433683,1.763571417,5.527134079,0.00419276,0.000714771
0.016046835,0.041767005,0.200678109,0.56776245,0.19762111,2.555312969,0.002286476,1.057223156,0.040194503
0.018310265,0.606038201,0.565587757,9.278974901,0.869293969,1.143534586,5.442937323,0.06060382,0.005360023
0.018461892,0.069850041,0.006201546,5.021498454,44.92623247,1.384629509,0.025167109,0.000331767,0.007688353
0.017683859,0.523801414,0.35142555,0.001213855,3.180533688,1.163523218,0.000529867,0.015879372,0.178169489
0.015861717,9.679063372,0.000309623,0.029230304,823.821901,1.37316025,0.00401945,2.348731289,7.837303527
0.017493271,0.424130984,0.000786744,2.00678109,3.609940136,0.596874697,0.033560879,4.113075359,0.015940429
0.016830134,0.232184558,2.468880105,0.047954938,0.765890472,0.970298132,0.01901808,0.000544294,3.637754054
0.015130743,7.065886657,0.000529867,0.000132587,201.4497193,1.843567193,0.490719519,0.084625257,8.659643234
0.01637954,0.540132115,0.000748457,0.000199144,1.256512076,0.847038823,0.126134338,0.35142555,0.833361309
0.019272308,1.991437435,0.009531619,0.140982974,4.98310456,0.899690067,0.03988718,3.120086732,0.201449719
0.016711128,0.231295225,0.092789749,0.010371303,0.872636418,0.653609111,0.000153403,0.000833361,0.000241268
0.01704289,1.747833262,0.000268638,0.000106537,0.43234788,2.623513111,0.017613,0.023942344,0.00742734
0.01628713,0.664507673,3.132083512,0.036657823,0.321736253,0.858863044,0.025263877,0.011816803,0.214206839
0.017101827,8.759917176,0.000111987,5.854637363,40.04054683,3.929920152,0.548487414,0.366578227,0.123737119
0.017278206,0.14261548,0.000107358,2.225871045,0.249746839,0.672916779,0.003582339,0.139369155,0.084301118
0.019726669,2.507071193,0.020773037,4.458273081,187.2837083,0.746130558,0.049450042,0.002045659,0.000757123
0.017121518,0.654384996,0.002625226,0.001470618,1.701505406,2.390810858,2.225871045,0.032050391,0.011371908
0.019458007,0.701186157,0.000509918,0.000649382,15.81854982,3.442603431,5.854637363,0.086596432,0.001098584
0.017359584,2.878502869,3.927956474,0.92789749,0.273841963,0.760225857,0.808164929,0.02260303,1.045121222
0.016685507,2.00678109,0.000131069,0.002900681,0.131069004,3.705067946,0.006493816,0.002605154,1.754553708
0.018114663,0.109018449,0.043234788,0.003694026,7.600345469,3.252389405,2.696704335,0.000760035,0.000180233
0.019987538,1.481949257,0.021256903,0.010019207,1.029200527,0.748202141,1.575796023,0.004579661,0.606038201
0.019040848,0.910262532,0.000839782,0.266583542,7.513345034,0.617067407,0.00195359,0.00198381,5.079644666
0.018507979,1.145952633,0.177487048,0.00128578,41.13075359,0.654969667,0.000367988,0.018443075,0.001361967
0.0193019,0.373680125,0.62493282,0.000137774,1923.829884,0.632220622,0.001372461,0.000326713,0.011503588
0.018133781,3.330427623,0.034740282,0.583221242,2.738419634,0.85174885,7.958538716,0.935046768,0.001057223
0.016005341,0.826989509,0.030607886,1.656405511,398.8718003,0.786489822,0.063948938,0.001931227,0.000108601
0.018688105,5.484874144,0.001061288,0.000372249,25.65468383,1.230717805,5.401321148,0.003736801,0.000343426
0.018842861,4.225064403,0.000938642,0.015164683,196.8641639,0.983161277,0.629747811,0.008206664,0.004509897
0.015197634,2.595175106,0.000342111,0.002133864,0.224302097,1.451455157,0.000967906,0.070118616,0.002878503
0.01627464,0.05548386,0.186566358,0.000445827,28.67477376,1.517293308,0.003722488,0.142069221,0.000110705
0.016656731,2.52638771,0.002900681,0.677381503,24.40619068,1.631840441,0.004034905,0.000391291,0.019238299
0.015462236,0.956826805,2.421958329,3.072557365,3.637754054,3.176636471,3.304963494,0.064194822,0.018162125
0.018579108,0.203001852,0.513846418,2.478372986,64.93816316,0.589473965,5.548385993,0.120920518,0.084950642
0.018497334,0.073705518,0.001816213,0.001393692,0.808164929,2.215296799,0.335608795,0.069582495,0.153992653
0.015245803,1.141563305,0.004160703,0.01448216,102.5258393,1.194577124,0.001901808,3.912911271,0.000695825
0.016754451,1.124173474,0.000133608,1.968641639,287.8502869,1.081849639,0.004832442,0.206142086,0.040973211
0.015663707,0.817523038,0.05548386,7.202777512,0.343426128,0.968953945,0.231295225,0.000210944,0.001493367
0.018479604,0.053806325,0.252638771,2.069347055,0.171461519,0.606887075,0.001795423,2.889570756,0.003927956
0.017714409,1.587937238,4.225064403,0.237592832,2.450003285,0.93400359,0.001159222,0.000301416,0.414476584
0.015635193,0.059224309,0.942251129,0.004475415,5.360023165,2.101617327,0.004777126,0.751334503,0.087263642
0.019435629,0.036517413,0.009866581,0.000389792,0.318053369,3.514939847,0.000194611,0.002183568,9.679063372
0.015699797,0.088613522,0.172782598,0.032050391,2.20039171,0.559612464,0.007011862,0.007258274,0.548487414
0.016616847,4.945004221,9.679063372,0.000318053,3205.039109,1.225610022,0.014649855,0.048324422,0.010985842
0.017463102,0.27489489,0.004340103,0.000629748,2225.871045,0.502954571,0.151065978,1.295686698,3.67987726
0.016014553,6.619624175,0.000397344,0.000244062,140.9829737,2.499258278,0.649381632,0.000422506,0.042904219
0.018477832,0.144821597,0.003897924,0.003072557,147.0618415,0.582972607,6.958249547,4.356790396,0.669627581
0.018920719,5.922430869,5.877148532,0.039279565,266.5835416,2.667521687,0.010292005,8.430111782,0.122320712
0.019855723,7.867438077,0.002845553,5.258154385,13.61967256,3.669287631,0.084301118,0.038681205,1.991437435
0.017436328,0.62493282,6.44416522,1.499109421,3.037386092,0.552673751,0.009531619,0.000135155,0.003912911
0.015257503,0.199909454,5.721369547,0.490719519,0.81439169,1.95816183,0.034342613,0.021175483,0.000492606
0.016499349,0.622539148,0.000241268,2.251645417,127.5949051,1.728475315,0.232184558,0.335608795,0.29796597
0.018236668,8.33361309,4.668385018,0.000103316,86.2647431,0.511391469,8.593432434,0.000339495,3.554948662
0.019148882,1.061288195,0.13309651,0.872636418,83.65655958,1.388473844,0.01612501,0.470435406,4.257617739
0.015212214,0.437354232,0.009458741,0.046149465,9.791141644,1.080350916,0.000183724,0.013360827,0.082698951
0.017426299,0.498310456,0.023942344,8.726364175,10.33157819,2.927156741,0.734232042,0.971627952,0.039129113
0.017626296,0.172782598,0.024034403,0.200678109,0.18443075,0.500173317,1.938652636,0.002478373,0.113283502
0.019534659,0.563421393,0.440723965,0.049450042,0.466838502,0.621790293,0.000273842,0.007747591,0.000119996
0.016296504,2.845552919,0.339494962,0.000667063,1714.615189,1.066216194,0.000106129,0.00073142,0.018945235
0.018028016,7.038822279,0.096419898,0.09137625,45.97269885,3.304655768,0.00938642,4.441196614,0.08365656
0.019075572,3.01416253,0.088954243,0.000682601,53.19040944,1.513092304,0.554838599,5.655877571,0.592243087
0.015023753,0.135675053,1.999094542,4.795493794,0.498310456,1.220523438,0.004225064,0.032297333,0.005298667
0.016086894,5.401321148,0.040659934,0.02243021,7658.904719,0.954951918,0.015517914,0.062253915,0.097536388
0.019110359,2.03001852,1.594042881,0.039582206,578.7619883,0.555361857,0.242195833,4.632690995,0.798913942
0.015184523,0.139369155,0.002956878,2.330773115,0.967906337,2.800142018,0.000163117,5.854637363,0.012232071
0.015921149,0.321736253,0.007258274,0.084625257,6.177792731,1.640914421,1.061288195,0.003356088,5.380632535
0.016642362,1.70804772,0.227771824,0.1650061,148.1949257,0.719217485,0.000748457,0.194610678,0.001961101
0.01681239,0.038829935,0.005238014,3.927956474,2.748948899,0.690397909,0.029006812,1.768072218,0.064194822
0.017202158,0.230409298,0.000723047,0.000261517,33.17671128,1.54488559,0.06773815,0.304906489,0.504080619
0.015630696,0.843011178,0.004704354,0.00177487,103.3157819,0.631344786,0.042739883,0.370823003,0.190912047
0.015294125,1.72120791,0.007120328,0.321736253,2295.267638,0.624381631,0.011415633,0.003037386,0.000365174
0.018853706,3.343233167,0.000425762,6.826006015,2006.78109,1.302695591,0.142069221,0.056994551,2.251645417
0.019198525,0.089639619,0.000358234,0.031562156,1.077705254,1.710597101,0.053190409,0.056558776,0.010451212
0.015788875,2.468880105,7.688353322,0.000379461,75.71233961,0.513522715,0.12956867,0.322973334,8.112723354
0.017974503,0.098665806,0.151065978,0.001961101,37.65592613,3.55906924,0.062493282,0.003596113,6.321692009
0.018031474,0.090677596,0.003912911,0.000811272,0.360994014,3.348465259,0.003554949,0.000257533,2.394234402
0.018942504,2.101357769,0.971627952,0.002565468,0.672202309,0.508563561,0.001154782,0.000358234,2.625225818
0.018715006,0.405041945,0.01581855,0.000382384,2.63531985,3.573901815,0.000124213,0.001295687,0.222587104
0.017503338,0.483244218,0.028022056,6.060382005,1.009640276,0.930127244,0.021338637,0.000278078,0.003304963
0.018637995,0.133608268,0.028564941,0.329230453,6.619624175,3.819807672,0.008626474,0.292303041,0.186566358
0.016987414,0.185851755,0.000706589,0.045621196,38.38545268,1.570800541,0.698500412,2.979659697,0.159404288
0.019261222,0.034740282,3.780071373,6.722023091,0.109437627,1.232425125,0.007120328,0.008827411,0.449262325
0.017981399,3.381945983,0.01372461,0.005832212,1.741138559,1.419615272,0.176129999,0.000333043,1.033157819
0.017241793,0.492606343,0.001013522,2.357762196,2.440619068,1.241857812,0.326713189,1.587937238,0.185139889
0.018697068,0.224302097,0.042413098,0.199909454,23.57762196,1.038499125,0.511878238,0.388299353,0.000366578
0.016102328,3.912911271,0.000156375,0.110280823,32.92304533,2.204574147,0.416070253,0.073423204,0.100192066
0.015463719,9.495109992,0.06060382,0.008430112,1049.139729,1.954094178,0.000330496,0.504080619,0.994260074
0.015250189,0.051187824,0.09137625,2.366827827,1.232631703,1.072888387,0.529866749,0.100964028,0.148764737
0.018378871,9.067759646,0.122320712,0.000690505,1.081849047,1.041382451,0.000737055,0.000513846,0.000100192
0.015088724,0.148764737,1.154781985,0.012138546,0.110280823,1.440430447,0.205352503,0.00082699,0.292303041
0.019918656,5.899746256,0.02085291,0.000194611,126.6193268,2.038488757,0.00998083,0.033949496,0.069850041
0.017986573,3.927956474,0.00401945,0.00022603,3794.605804,0.683256886,0.00971628,0.028674774,4.290421892
0.017885097,0.132586712,0.001266193,3.973440066,0.322973334,0.61920971,0.011198676,0.035686175,0.000149337
0.015183067,0.257533265,0.218356773,5.548385993,16.24925048,0.839440515,0.051979648,0.000580987,0.359611303
0.0157556,0.544293732,0.153402816,0.025852348,70.65886657,1.047173142,0.010860088,0.214206839,0.202224297
0.019433765,3.304963494,0.391291127,0.005380633,27.17481941,1.911228139,0.322973334,0.000178169,1.741138559
0.019924387,0.646894313,0.011592221,0.000198381,307.2557365,0.840022572,0.013990503,0.001132835,0.009828789
0.015410427,3.156215633,0.879359919,0.010135224,37.51169311,1.078854269,0.051384642,0.09568268,0.000154585
0.015181611,0.118168031,2.295267638,0.003582339,97.16279516,1.642052211,0.003897924,0.002487902,0.022864761
0.016621628,0.920802875,7.147705768,0.022344296,1415.250553,0.557289934,0.001115578,0.550596357,0.001115578
0.015345542,2.11754834,0.000216687,0.017080477,1976.211096,0.841771167,0.160632468,0.006493816,2.956877505
0.017953832,3.582338881,0.089984284,0.000106947,513.8464179,0.787580884,3.554948662,0.013619673,0.000552713
0.01578282,2.191963577,0.138303552,5.442937323,0.144821597,2.032844694,0.000411308,0.000274895,0.001218522
0.016469315,9.90451772,0.002507071,2.802205622,28.34653633,0.916051111,7.629568912,6.878599123,0.025070712
0.015485978,0.233973497,3.500794892,6.370399471,2.605153593,1.381753244,0.002911834,0.100192066,0.071477058
0.01808689,0.044582731,0.000306079,0.000254585,0.182319589,1.050808663,0.731419722,0.006444165,3.205039109
0.019891933,6.297478111,0.002330773,0.004813933,0.123737119,1.558869329,0.033689922,0.000227772,0.001991437
0.016743208,3.838545268,0.104512122,0.805069425,1.361967256,1.525730339,1.049139729,0.000151647,6.419482215
0.01606069,0.145378439,1.816212526,0.000141525,46.50503762,2.573086576,0.875991718,0.133608268,1.923829884
0.015708833,0.542208931,0.000100577,0.002823796,1844.307504,0.660440272,0.00041607,0.000264545,0.002339735
0.018824801,8.143916897,0.084625257,0.008527728,0.362382041,3.156881266,0.00021503,0.41288902,0.0128578
0.019949241,0.358233888,0.018872669,0.00011285,0.223442955,1.475802843,0.005743368,0.002911834,0.005677625
0.015564884,2.565468383,0.000356862,0.003460722,7.45589872,0.703928108,0.090677596,0.000316835,7.45589872
0.01949723,0.23942344,4.964017837,0.001600172,0.172782598,1.137211032,2.022242965,0.030490649,0.000986658
0.015965486,0.039279565,0.000420888,0.000492606,1.38835331,2.650932618,3.217362533,2.366827827,0.002516711
0.019700203,1.029200527,1.741138559,0.000397344,54.42937323,1.198724396,0.01600172,0.000159404,0.000610708
0.01750166,0.468633503,0.195358959,2.7279307,29.00681199,1.51834538,0.09458741,3.447466066,0.135675053
0.019218787,2.093308965,0.002268994,0.058997463,47.40600231,1.682375797,0.061070761,0.256546838,1.569760271
0.019628547,8.365655958,0.003205039,0.004888399,170.804772,1.445431259,0.004441197,0.005655878,2.791472369
0.017013498,2.770129039,0.02304093,0.002330773,0.938642037,2.500991232,0.006518785,1.637444794,0.000953162
0.016436182,6.543849964,7.065886657,0.234873129,16.37444794,1.784475384,0.000302575,5.991009386,5.040806191
0.019876678,5.422089308,0.728618175,0.320503911,14.37143053,1.374112382,2.625225818,0.406599337,0.015517914
0.015327894,0.295687751,0.008759917,3.381945983,0.149910942,1.254837023,0.006826006,0.003242152,0.001195364
0.019216944,0.061070761,0.000260515,0.067220231,6.249328199,2.071247563,2.459423584,0.072861817,4.458273081
0.016938614,1.894523514,0.001124173,0.754223396,112.4173474,3.070556181,0.003780071,0.004851023,0.000414477
0.015012231,4.097321098,0.606038201,0.000237593,1124.173474,1.125448468,0.059910094,0.000477713,0.057876199
0.018711417,0.669627581,0.127594905,0.028895708,0.622539148,3.135075094,0.000351426,0.000379461,0.022777182
0.015948654,5.118782384,0.02339735,0.406599337,119.078494,3.830413123,0.009942601,0.003500795,4.869675252
0.016276201,2.022242965,2.175204034,0.000189452,56.77624505,0.560000492,0.000300262,0.000144267,8.82741071
0.019246452,5.158221651,0.021094375,1.761299993,23.04092976,1.274118975,0.080506943,0.013412199,0.22864761
0.015484493,0.040504195,0.016311729,0.115922214,9.278974901,2.513155605,0.130066863,1.107048548,0.000177487
0.018532843,0.215857263,0.044411966,0.000830169,8.019857778,2.189346041,0.334323317,0.00078373,0.058546374
0.019066428,3.897923696,0.018092559,0.104512122,77.77380258,3.583824524,0.006394894,0.014933674,0.000226899
0.016810778,3.02575203,0.003049065,0.030373861,10.61288195,1.103051385,9.03302752,0.01448216,4.373542321
0.018255914,8.206664263,0.103713033,0.000195359,105.7223156,2.731133811,0.000359611,0.000447542,1.029200527
0.015067035,1.021331359,0.006670627,0.000538063,6.419482215,0.622652875,0.202224297,0.278078023,0.000118622
0.019123192,0.442418555,1.001920663,1.057223156,1.624925048,2.338364772,0.279147237,0.014537844,0.000285649
0.016924002,1.150358838,0.002286476,0.000150487,216.6872377,0.953628991,0.000185852,6.985004121,0.000336899
0.019914836,0.162492505,0.500226467,0.00556972,10.01920663,1.383670089,0.08365656,0.000531904,0.429042189
0.019248297,8.430111782,0.00063704,0.316835133,62.25391476,0.630033305,2.595175106,0.012092052,0.000236683
0.015237033,0.777738026,0.002277718,0.017411386,0.452723807,2.309371063,0.000777738,0.000164374,1.901807986
