,d1,k1,d2,k2,Kd,n,k3
99,0.018611996,0.365920441,0.531817591,0.004254899,102.9990771,1.290994665,0.001507157
100,0.018141325,0.325751685,0.823669894,0.000420487,232.1845584,0.877437773,0.003177303
101,0.017894755,0.162824594,0.754666538,0.007534875,63.60628048,0.711224399,0.002889582
102,0.018340872,0.125908004,0.318377118,0.003069101,10.2447178,1.476159347,0.000310512
103,0.01779553,0.186875917,0.587803982,0.001465841,381.2120909,0.773723777,0.000940587
104,0.018600327,0.2277998,2.322494353,0.004063558,31.32083512,0.549493643,0.000339832
105,0.017943449,0.16591539,0.108571847,0.001744303,59.26978247,0.705517446,0.002318731
106,0.017656948,0.064771905,1.283747319,0.001260501,14.16337215,0.660874573,0.001322227
107,0.017223146,0.257564895,0.1097946,0.004030042,92.2925545,0.675679882,0.000972006
108,0.017884533,0.179978242,3.904014131,0.000381407,786.1401911,0.545084438,0.000416269
109,0.017544367,0.449835098,0.395804855,0.000359262,57.47778188,0.839867927,0.002880553
110,0.018408729,0.053176531,0.112438868,0.000369659,18.82926351,0.574179288,0.001146157
111,0.018056327,0.191082099,0.105722105,0.002000649,47.77125675,0.695130942,0.0004478
112,0.018448536,0.113951489,0.327875683,0.000582949,213.7141774,0.562112416,0.000223904
113,0.01808806,0.361315565,0.271604712,0.002827755,51.22712703,0.501880323,0.001775336
114,0.017418661,0.06385869,0.707105977,0.004862275,50.29212659,1.04395314,0.000348083
115,0.018098146,0.09233932,0.289265028,0.001567696,66.9627581,1.184974459,0.001504016
116,0.018653801,0.121028227,3.683669374,0.000881205,23.75928315,0.539523854,0.000195307
117,0.017726474,0.206801335,1.117610726,0.003484687,154.5847567,0.741408796,0.001401762
118,0.017689705,0.071760701,0.462992238,0.000562399,24.66985896,1.073809192,0.002454366
119,0.018203116,0.091212285,1.038417881,0.000576017,125.7476854,0.536470104,0.000343216
120,0.018513437,0.173268655,1.081442109,0.002112275,19.13521443,0.716059143,0.000407887
121,0.018087304,0.156995307,0.255379856,0.027605246,149.4514042,1.06071635,0.003612256
122,0.018658481,0.16382745,0.151394466,0.00256967,36.34963045,1.231651256,0.000237125
123,0.017708697,0.331553287,0.24711514,0.0295778,364.8939533,1.007889974,0.000277141
124,0.018576496,0.119093119,0.261164505,0.00051722,64.19482215,1.226924474,0.001099319
125,0.018347263,0.221251728,0.122205472,0.013282034,130.2666766,0.890874451,0.000182028
126,0.017770253,0.208794957,0.137166528,0.00185012,211.754834,0.551913678,0.000456287
127,0.017462409,0.386711129,3.375068135,0.000272092,46.22036102,0.949835894,0.002645793
128,0.018263591,0.338365964,0.119582362,0.048437514,161.7459196,0.989784445,0.002687515
129,0.017697842,0.287223523,3.61723762,0.019548812,24.10830442,0.506774484,0.003924575
130,0.01767098,0.105007424,1.205371499,0.000837714,72.86181745,1.070275918,0.0010294
131,0.01782283,0.391189033,1.221508882,0.032488589,122.0393821,0.996877772,0.000321722
132,0.017849426,0.311209852,0.235793795,0.000862749,63.2654595,0.591466016,0.000322226
133,0.01739998,0.130633131,0.15385147,0.019966984,75.8286516,1.249825469,0.002554936
134,0.01760805,0.205772186,1.676091619,0.00482661,44.34384355,0.881463497,0.000227672
135,0.01785465,0.121773654,0.981181588,0.001563374,43.93729675,0.916184829,0.003389574
136,0.018490747,0.262454086,2.470047632,0.002617403,22.74224497,0.560673326,0.001846156
137,0.017281569,0.092481175,0.183915263,0.010669555,27.44732343,0.931749043,0.002039532
138,0.01840206,0.069644475,1.847360445,0.007222572,22.72479635,0.964204678,0.00024697
139,0.017468981,0.054082074,0.496908212,0.010867745,29.7280667,1.07263014,0.00083079
140,0.018277849,0.175611656,0.467224397,0.000915088,30.42052232,0.853354052,0.00029504
141,0.018260537,0.385082105,0.147834065,0.000726355,50.52426449,0.757463305,0.002119785
142,0.01784868,0.107165091,0.109181512,0.01664104,44.27582545,0.682143962,0.001453884
143,0.018268936,0.177645143,0.577203451,0.001953349,30.96230849,0.796434631,0.000839063
144,0.017451462,0.281656647,1.97714338,0.000473487,15.94042881,0.523467613,0.000243898
145,0.01721019,0.138852383,0.259888019,0.000875546,47.18819151,1.21730235,0.00032919
146,0.018282944,0.251219495,0.077698475,0.001971407,76.94256616,0.989965693,0.002799099
147,0.017964466,0.05941371,3.124958238,0.000268362,11.6815373,0.996512778,0.000183458
148,0.017982751,0.075663543,1.802653154,0.000205693,10.03459849,0.52251001,0.000263332
149,0.018355702,0.103765585,1.452047664,0.049337255,44.41196614,0.84821332,0.001409092
150,0.017811905,0.178328191,0.793118379,0.006193686,299.1116533,0.660753577,0.000234297
151,0.017732404,0.328892021,4.216476731,0.028640322,72.08307971,0.863254852,0.000213637
152,0.017714868,0.457846611,0.470835657,0.002083319,87.33064478,1.067926863,0.001778116
153,0.018539771,0.205456556,0.075924335,0.039125644,13.5259154,0.907336799,0.000253627
154,0.018693095,0.111957538,1.234401387,0.007696055,47.55176776,0.69259,0.001300343
155,0.017410895,0.227887238,2.410270918,0.00605282,20.28461021,0.892180374,0.000187033
156,0.01857106,0.275879865,1.355783559,0.000305824,198.6857256,0.751385326,0.003384274
157,0.017442709,0.183817422,4.074313596,0.035293925,338.7141448,0.781984446,0.002427631
158,0.018311247,0.08961623,4.833110694,0.001436463,70.93055097,0.619737034,0.000285504
159,0.018414631,0.076275782,0.224362077,0.000222633,15.63747638,0.616567862,0.000619721
160,0.017911471,0.086143002,0.610019499,0.002720546,100.0383838,0.518412238,0.003746569
161,0.017578139,0.131437716,0.123322539,0.000275113,252.444938,0.722777168,0.003887904
162,0.018563039,0.466179678,3.912220599,0.002337291,40.78495618,0.503998372,0.000178084
163,0.017304463,0.118001267,0.562053294,0.022298276,31.48956539,1.372662337,0.000605346
164,0.017637766,0.055789612,1.002704395,0.000691778,12.7790921,1.157949031,0.00383754
165,0.018304104,0.173069287,1.068650109,0.018464675,70.22633437,0.885345567,0.000549668
166,0.018527374,0.387900201,0.277174236,0.001728325,231.8284154,0.706292962,0.000328676
167,0.017588676,0.4434929,2.536627815,0.010312382,78.37303527,1.221992063,0.002542972
168,0.018586854,0.341890215,0.229765562,0.000249544,17.62652359,1.048934888,0.000354865
169,0.017521888,0.376750067,0.238449342,0.003021461,982.878873,0.509752526,0.000483482
170,0.01721067,0.289658763,1.034790026,0.000235272,211.2678114,0.551004918,0.001108531
171,0.017844452,0.060774305,2.554445246,0.007514102,19.64113889,0.500870492,0.001274825
172,0.018139808,0.071898529,0.74209492,0.005888004,12.56512076,1.369148121,0.000642094
173,0.018596181,0.231234876,0.700210665,0.001343134,627.335696,0.60316823,0.001191256
174,0.017654242,0.393447392,0.21664577,0.028299734,181.6212526,1.202900338,0.00019849
175,0.018227739,0.076510318,0.114183705,0.001261661,58.68133696,1.11528998,0.000590688
176,0.01732787,0.357453871,1.840906437,0.001647568,11.36318298,0.931066872,0.000175046
177,0.017484324,0.297431301,1.625258417,0.030321914,186.2801876,1.073612593,0.001499317
178,0.017947701,0.429754076,0.100385487,0.000213209,17.72148045,0.824629706,0.000445471
179,0.018366193,0.182411972,0.325360911,0.002861787,15.12980509,0.699215855,0.000787338
180,0.01762892,0.285355778,0.483188715,0.000580273,230.4092976,0.667197014,0.000311811
181,0.017929452,0.479056427,0.185986546,0.003306613,343.426128,1.426471048,0.002023639
182,0.017841219,0.133163951,0.103091379,0.010797963,45.76147349,1.359157001,0.000588535
183,0.018664202,0.349317227,0.391670936,0.004101125,206.7759382,0.657856299,0.001221455
184,0.018621335,0.148497795,0.129334212,0.000312366,25.28327529,1.02369915,0.000414752
185,0.017409682,0.292675704,0.085159775,0.002167409,112.0727426,0.79091237,0.003432268
186,0.017342848,0.367609453,1.521765919,0.000493053,12.54584738,0.625895085,0.002942812
187,0.01818258,0.189548348,4.468692238,0.001720391,850.1586932,0.544984641,0.003401971
188,0.018056831,0.327004205,0.480827047,0.005049233,50.7574739,0.583719687,0.000354496
189,0.018186128,0.281116716,0.293548329,0.000995935,376.8483922,0.566140816,0.000797255
190,0.018095372,0.123325629,0.483865605,0.005551241,68.89166271,0.602616276,0.001056597
191,0.017801979,0.239452847,0.446756095,0.002485935,236.3197399,0.995783191,0.000640088
192,0.018158018,0.251026751,0.513886778,0.016412911,69.36919691,0.591141209,0.000601569
193,0.017636046,0.252669801,0.412492655,0.002602991,22.68993926,1.09405254,0.00063015
194,0.017327629,0.255791831,3.547034926,0.002776186,22.19047847,0.630380585,0.000288798
195,0.017542411,0.420939814,0.385685827,0.000349801,88.74965361,0.878563119,0.002244953
196,0.017393434,0.343204788,1.132573177,0.003952908,34.36898184,0.674937979,0.001439548
197,0.017567854,0.258356864,0.089875503,0.007189415,12.24146326,1.126165897,0.000283131
198,0.017299882,0.409939724,0.135733914,0.000430669,442.4185554,0.64674884,0.000253098
199,0.017800987,0.422396202,0.211107069,0.022318805,770.6076807,0.901705747,0.002648554
200,0.017205874,0.103328471,1.299114083,0.000885268,16.82028435,0.531289158,0.002288695
201,0.018212251,0.198939034,3.517366697,0.003417992,888.8599398,0.552823936,0.000929372
202,0.017698582,0.063030875,0.322413764,0.039089656,33.15125698,1.277123085,0.00067753
203,0.018647563,0.221761766,0.134598604,0.014535532,551.4422024,0.541106779,0.001168489
204,0.017572996,0.420778303,0.645604406,0.004907226,33.92344895,0.512560332,0.00066009
205,0.017900741,0.314089442,1.531382629,0.000250926,19.34193859,1.108977345,0.00035971
206,0.018581156,0.400762125,2.124949427,0.002703078,21.01357769,0.643088187,0.000549955
207,0.018150176,0.478321612,2.197555582,0.012260112,134.2249755,1.046824331,0.00203104
208,0.018466798,0.065521928,0.188476514,0.000401209,15.57758035,0.825233893,0.003629251
209,0.017417204,0.367045585,2.02901661,0.012673077,495.2600912,0.761077923,0.001212569
210,0.017752926,0.332572757,0.161012896,0.043533309,10.13522358,0.70564664,0.001017656
211,0.01720995,0.37115331,0.096324292,0.005958866,31.4412642,1.315573235,0.000796424
212,0.01759505,0.484975729,1.829345992,0.00992141,325.7116805,0.879206821,0.002995461
213,0.018401291,0.196134204,1.123100071,0.024993594,30.21110892,0.970581394,0.000515514
214,0.017314112,0.284699478,3.019596846,0.000674181,33.97556336,0.645329347,0.000360838
215,0.017498706,0.08910184,0.2550226,0.00296636,22.24163281,0.582118683,0.001578764
216,0.017852162,0.12566664,0.129424772,0.029306861,260.3154831,0.556989704,0.000850962
217,0.018086548,0.362565663,0.187030919,0.02279623,66.80874803,0.61386433,0.000454625
218,0.017622779,0.059436515,0.107890042,0.002313751,15.68555898,0.623150655,0.001671114
219,0.018645225,0.453823176,1.013287512,0.04861614,720.2777512,0.528475511,0.003789805
220,0.017414777,0.261348495,0.188081156,0.003855902,204.880205,0.822518534,0.00065086
221,0.017482131,0.205141411,3.693997376,0.000819415,12.27910369,0.976284982,0.002280354
222,0.017272179,0.099973908,1.506926487,0.001250104,10.15079367,0.73156473,0.001210673
223,0.017904483,0.444515256,2.780217405,0.001307764,10.83511022,1.364143414,0.000945999
224,0.018035454,0.097249342,0.233331085,0.001333283,48.54747722,1.134028945,0.000273694
225,0.017722769,0.080733418,0.453054222,0.018228313,76.29568912,0.533043089,0.001808041
226,0.018612514,0.28590385,2.141373535,0.000273598,74.50178302,0.955592525,0.001805214
227,0.017744022,0.227275875,0.124362738,0.012591703,394.9116993,0.803759551,0.001078309
228,0.01854649,0.483860316,0.631304627,0.023803833,65.03792347,0.703196003,0.001975667
229,0.018554504,0.482377087,1.056009422,0.029469126,994.260074,0.515666786,0.000888145
230,0.018351866,0.227537686,3.509988495,0.022608207,170.5427781,0.858840393,0.00291988
231,0.017956457,0.129634323,2.807595547,0.000202687,15.47034504,0.591682653,0.000800589
232,0.01869987,0.074140129,3.645195887,0.020133041,25.8325136,0.753865855,0.000237868
233,0.017978241,0.375739342,4.125971079,0.001544782,213.3863656,0.555970778,0.000568621
234,0.018563298,0.287113318,0.576395988,0.001855235,21.58572633,0.727557216,0.001046724
235,0.017727957,0.420294143,0.133286072,0.000959059,15.98944293,1.193029651,0.001562382
236,0.017478477,0.087173939,0.253953826,0.022733383,35.63143665,0.75331392,0.002925978
237,0.017782639,0.224674269,0.254309585,0.040630056,14.32737627,0.588118268,0.000375036
238,0.01773191,0.106386537,0.138905637,0.000754978,12.90723845,0.67173247,0.000679653
239,0.018242478,0.159240429,0.239117889,0.039779134,38.20908755,0.80023522,0.000276997
240,0.017911221,0.346779437,0.304429561,0.000772549,236.6827827,1.338657419,0.001597816
241,0.018553987,0.223213267,0.243338983,0.041805823,58.09873369,1.374926238,0.000653922
242,0.017887774,0.489838975,1.483899201,0.019086632,18.87266945,0.92630564,0.000934232
243,0.017227947,0.35663175,0.399143384,0.000285954,35.90597025,0.914006603,0.001733251
244,0.017974733,0.452084903,0.134222281,0.01854983,168.9792325,0.810261187,0.001663289
245,0.017684529,0.360761351,0.14205201,0.004813304,47.5882791,0.760659973,0.001744132
246,0.01820819,0.283282668,3.263557544,0.002909585,502.9212659,0.869123066,0.00046761
247,0.018337294,0.13331735,1.309155165,0.013716792,117.4446758,0.70062558,0.000732662
248,0.018629901,0.265697012,0.2014354,0.005515596,191.4990689,1.39036918,0.000221003
249,0.018392831,0.348915292,0.61344495,0.000285428,114.419488,0.542793725,0.001709015
250,0.018459337,0.439426932,0.210811746,0.001480755,75.48025059,0.988335654,0.000693981
251,0.017936699,0.140729995,3.356221895,0.00659972,47.69798141,0.616680767,0.000580003
252,0.018166118,0.135691717,0.500398526,0.043693849,10.79360863,0.738563447,0.000867996
253,0.018349564,0.297773929,0.268579922,0.000259617,163.4933151,0.5570917,0.000981686
254,0.017588921,0.114258014,1.410969078,0.000752897,83.14446312,0.690437502,0.003764197
255,0.017380108,0.085714311,0.120001604,0.000524409,35.11559245,0.659061951,0.000251519
256,0.018694919,0.288881682,0.111108868,0.001808042,66.70627149,1.186711501,0.000185672
257,0.01850802,0.135327691,0.089061402,0.000543072,29.61419965,0.811003329,0.000268183
258,0.017283736,0.25364132,0.678974385,0.011741148,272.79307,1.056258699,0.003599092
259,0.018275557,0.35404082,0.153636244,0.004760443,16.16218226,0.651264531,0.000336832
260,0.017655472,0.151142524,1.933350752,0.000533659,27.93615725,1.213074788,0.000345191
261,0.018405138,0.451218265,0.357104525,0.014061877,60.27908712,0.582331896,0.00100238
262,0.017319662,0.221846886,0.263920985,0.022901363,354.6772507,0.636294779,0.000182694
263,0.017504559,0.192111489,0.11546966,0.013269816,21.70201204,0.75179818,0.000314259
264,0.018163586,0.266105186,0.1681542,0.049747572,167.8159877,0.933798555,0.003978155
265,0.017800243,0.207278061,0.125763331,0.000472182,171.593171,1.006967662,0.000261826
266,0.017215227,0.185304801,0.352386808,0.001448409,15.48222353,0.754970939,0.00065563
267,0.018493324,0.099705704,2.311142762,0.017601899,33.66407352,1.459763526,0.003307497
268,0.018008581,0.072675273,0.998502163,0.000249774,40.5664185,0.773157302,0.002315106
269,0.017604124,0.107742406,0.19140131,0.00229678,81.62690564,0.723439181,0.000680008
270,0.017547056,0.324254992,0.793673717,0.003598751,222.758012,0.638629188,0.000892789
271,0.018671486,0.076100353,1.910481824,0.015403141,26.39368322,0.662085757,0.000200676
272,0.017412108,0.344656657,0.244705407,0.001675086,170.1505406,1.089454793,0.000913513
273,0.01775738,0.300298621,0.172445224,0.012603296,35.7409973,1.182590178,0.001332611
274,0.018269445,0.167257912,0.646056455,0.001843323,31.10522401,0.633272799,0.002384963
275,0.018494097,0.194933585,0.088378311,0.038910209,211.9174242,0.688039686,0.000181081
276,0.01857546,0.202559836,0.767451128,0.000567076,13.24849868,0.735594317,0.003912313
277,0.017284218,0.100473918,0.194507591,0.000432257,11.28495938,0.973072602,0.00134799
278,0.017826556,0.169259611,0.202424786,0.004893697,137.2460961,0.565829916,0.000315573
279,0.017665317,0.468331466,2.597719373,0.001962357,140.7667228,1.375178012,0.000878929
280,0.018463196,0.47850521,0.080522216,0.017928859,53.97177071,1.433278173,0.000207055
281,0.017479695,0.050279005,4.752598286,0.036718522,20.11407198,0.597671364,0.0005451
282,0.017469954,0.121960727,0.892712145,0.024741868,289.8455698,0.609942916,0.0020321
283,0.017634817,0.380528046,0.179841642,0.025271126,18.58517551,0.958045261,0.000225074
284,0.017817863,0.142852114,0.154282828,0.032909861,237.2283929,0.729691817,0.001327755
285,0.018587631,0.059504983,1.849948379,0.00071508,18.13426676,0.73545964,0.000553407
286,0.017481644,0.094926326,1.765194758,0.008908685,135.0516828,0.772025598,0.001073819
287,0.018157765,0.109703379,1.535676208,0.023198319,119.078494,0.538832782,0.00060661
288,0.017873321,0.306233951,0.236620461,0.000746,56.34213934,0.783417588,0.000914944
289,0.017833016,0.088794624,0.115712384,0.00074121,14.09829737,0.6206455,0.000612012
290,0.018054566,0.266820998,2.823361077,0.049201236,232.8984867,1.106543348,0.003398424
291,0.017955456,0.441963772,0.20672035,0.026098321,121.1992689,0.815918544,0.001089615
292,0.018227993,0.491722413,1.510094135,0.000540579,22.51645417,0.638980087,0.000202147
293,0.018501573,0.297659676,0.180472146,0.005228924,20.66172927,1.241841484,0.000898394
294,0.018186888,0.062381144,0.378200506,0.00184502,26.98774927,1.413729991,0.002683314
295,0.017306392,0.075518497,0.078353845,0.000406785,33.32984802,0.864836937,0.000425266
296,0.018142336,0.170171439,2.819411414,0.000581342,46.25585007,0.698448109,0.00183751
297,0.017273864,0.215222004,0.128252431,0.001223923,195.5089605,0.862938782,0.003310948
298,0.018631459,0.409310926,1.201160368,0.043814642,110.0271845,0.795268855,0.002187167
299,0.018301298,0.06879444,0.120929117,0.017764627,15.78216817,0.738833962,0.001437297
300,0.018412578,0.28733377,0.962138993,0.003699487,400.0982637,0.555258639,0.00161457
301,0.017565895,0.274506946,0.140765291,0.022421735,11.60112216,0.634433397,0.001004998
302,0.018303848,0.148213127,2.712934386,0.015178008,78.01294388,0.889733336,0.002695938
303,0.018200326,0.076129563,0.450839841,0.019657049,18.72837083,0.67518519,0.001638321
304,0.01756614,0.378925068,0.384069457,0.003546151,235.4145674,0.7114849,0.000387766
305,0.0177871,0.376461011,2.10570145,0.016187909,112.1587946,0.548388009,0.000743828
306,0.018548816,0.253252265,0.387037997,0.002175402,52.70275683,0.522223071,0.000475976
307,0.017666301,0.082836169,0.265774783,0.001196087,10.29200527,0.760799264,0.002366378
308,0.017684282,0.309898878,3.497725868,0.004652174,447.8851535,0.647459756,0.000644778
309,0.017602407,0.053054229,1.122314231,0.014495459,25.05147683,0.671117773,0.003182278
310,0.018148658,0.289214461,1.653948732,0.01687234,576.9878482,0.539030141,0.001129541
311,0.017769015,0.076981554,0.278925822,0.038624806,10.29990771,0.93911402,0.000290763
312,0.017402647,0.351199054,0.324905757,0.00299103,33.94949616,1.236622655,0.000177992
313,0.018083776,0.243343642,0.747830703,0.002812184,31.05751236,1.392917307,0.000394909
314,0.01733729,0.474846605,0.751503807,0.007724436,10.050014,0.546183411,0.003526626
315,0.018091842,0.151549092,0.082982605,0.000818661,23.61384274,0.514158283,0.000395527
316,0.018467313,0.385821718,0.116933679,0.001486215,231.6505488,0.674196891,0.001705453
317,0.017704009,0.400147405,0.221088306,0.000712453,549.3300202,0.506867283,0.001544557
