d1,k1,,k2,Kd,n
0.019658686,7.897688494,,0.002394234,4.08162718,0.649544377
0.018159883,0.225164542,,0.003304963,1.325867118,2.792389129
0.019662457,0.511878238,,0.139369155,77.77380258,2.076998249
0.017695733,0.063703995,,0.000382384,2.605153593,2.310972352
0.018663033,3.736801254,,0.000805069,301.416253,2.331890428
0.018824801,2.834653633,,0.278078023,1053.173687,0.793058942
0.018000377,3.943059525,,0.002385064,4323.478796,0.847626149
0.01649144,1.872837083,,0.765890472,63.70399471,1.61720212
0.017426299,0.053394927,,0.706588666,0.132078867,0.558449991
0.018927978,8.82741071,,0.037511693,18.72837083,3.261419456
0.015886072,2.923030408,,0.15281524,1.557758035,0.620068712
0.015915043,0.087263642,,0.000632169,0.385330453,0.87206042
0.016401544,0.447541521,,0.045446454,13.51553786,1.499519205
0.015425212,2.101357769,,0.005422089,0.103315782,1.022074245
0.015953243,0.055059636,,0.000629748,7.928055225,3.119900458
0.015581311,0.444119661,,0.001539927,0.100577306,3.176636471
0.01575409,5.401321148,,0.014537844,3.500794892,3.109106423
0.017458079,8.33361309,,0.000194611,3.037386092,1.075867193
0.019874773,0.869293969,,0.452723807,58.54637363,1.073632315
0.018287453,0.425761774,,0.000949511,1.346376946,1.017127122
0.018132042,0.811272335,,2.459423584,0.281298014,0.658155322
0.017311375,2.243020967,,6.297478111,123.2631703,3.360090289
0.017724604,3.541332187,,0.019238299,23.94234402,1.434452305
0.016051452,0.271748194,,0.003072557,0.472244237,0.59357408
0.016218554,0.198380966,,0.000195359,7.958538716,3.122063758
0.019926298,1.111305166,,1.009640276,0.136196726,1.710597101
0.018547066,0.084301118,,0.033432332,1.976211096,0.733312481
0.018531066,1.102808234,,5.158221651,160.6324685,1.284760996
0.017991748,1.453784386,,0.000695825,309.6230849,1.176498923
0.018465433,0.136720404,,0.089639619,0.154584757,0.70637197
0.016985785,2.478372986,,0.000108185,430.6918629,1.169993082
0.016046835,1.35675053,,0.055059636,5.099175976,3.348465259
0.015135096,0.119995972,,0.007038822,7.688353322,0.673383371
0.016518346,0.054638655,,0.220885225,30.37386092,0.75917269
0.0192834,1.522299133,,0.000406599,63.21692009,1.507857403
0.018461892,0.523801414,,4.097321098,16.12501027,0.965601619
0.015898264,2.791472369,,0.472244237,6.201546437,1.789429865
0.016656731,0.060836843,,6.79986045,16.06324685,1.188795039
0.016346588,0.6037169,,0.0003408,0.233973497,2.456322517
0.018584454,2.304092976,,0.001141563,1.823195891,1.241857812
0.018348934,1.448215973,,0.131069004,6.060382005,1.525730339
0.017670298,1.029200527,,0.000112417,28.56494113,3.751584361
0.015635193,2.575332647,,0.010777053,165.6405511,1.304502763
0.01526043,0.047771257,,0.006083684,4.160702527,3.079081384
0.015215132,1.223207119,,0.001708048,50.99175976,2.380888403
0.019459873,5.968062098,,5.634213934,119.078494,1.264441244
0.015971611,0.527837207,,0.003084371,233.0773115,0.864237657
0.018472517,8.527727876,,0.001280855,0.134121994,3.091913589
0.017118234,2.979659697,,9.067759646,7.658904719,1.684709682
0.017767147,4.424185554,,0.025951751,3.060788587,1.954094178
0.018241915,1.557758035,,0.267608559,11.24173474,0.532369564
0.01950097,1.2710618,,0.843011178,405.0419451,0.799128825
0.016403117,0.385330453,,1.223207119,10.05773063,1.379839055
0.015361738,1.694988151,,0.007571234,0.801985778,2.978322539
0.016971132,1.137190789,,0.004945004,11.02808234,0.617923437
0.016836591,6.014044907,,0.233077312,0.333042762,2.301381246
0.018252414,0.047588279,,0.06321692,4.81393254,1.029183334
0.015069925,3.514255501,,0.000235776,3.096230849,0.569394317
0.019431901,4.306918629,,0.000166277,475.882791,1.758688531
0.01628713,1.624925048,,3.22973334,43.56790396,1.359899465
0.019137868,4.888399226,,0.000669628,0.892962731,2.937319093
0.017304736,1.714615189,,7.484566763,0.163744479,1.050808663
0.01587998,2.738419634,,0.000664508,10.37130326,2.996960356
0.017381238,7.571233961,,0.003192763,1.727825981,1.291905013
0.016760879,0.363775405,,0.04851023,10.61288195,1.723689601
0.01869169,3.973440066,,0.488839923,6.594269111,1.050080551
0.015819185,1.88003817,,0.041288902,768.8353322,0.576542953
0.019859531,1.404429684,,0.010901845,300.2617421,0.842938919
0.015000719,0.362382041,,0.005217951,3368.992157,0.521775099
0.015366158,0.08238219,,0.099426007,3.16835133,0.579347155
0.017926306,5.612633275,,0.001077705,67.22023091,2.02300516
0.015974675,0.538063253,,0.000703882,33.43233167,1.928527877
0.018731165,0.57433683,,7.571233961,152.2299133,1.341177328
0.019673773,9.82878873,,0.000420888,2.330773115,0.634415533
0.016425153,0.158793724,,7.928055225,0.751334503,0.580955675
0.017808085,0.161250103,,0.000178855,210.9437521,0.840605033
0.01994159,1.251699273,,0.000559114,0.106128819,1.501599422
0.01611005,3.22973334,,0.672202309,0.118168031,0.836536271
0.016767309,0.067220231,,0.479549379,13.41219935,0.96828255
0.016748026,3.838545268,,2.295267638,2.125690345,0.886074556
0.016003807,0.06321692,,0.000500226,0.343426128,0.809161734
0.01573899,0.372248823,,0.000232185,20.0678109,1.495367414
0.017387907,0.081127234,,3.343233167,0.129072384,0.655878278
0.015933367,0.102920053,,0.000330496,2.991116533,2.372651155
0.019515936,3.317671128,,0.005677625,86.2647431,1.728475315
0.016868913,4.704354057,,0.144266889,1.045121222,2.827447036
0.018902584,2.615170448,,2.856494113,25.07071193,0.945074522
0.019053634,6.394893753,,1.938652636,3637.754054,0.835956629
0.018470746,2.516710919,,1.688495859,228.6476103,2.177239326
0.018591583,5.787619883,,0.00019611,6.826006015,0.948355583
0.015494891,0.253610171,,0.040973211,0.128578,0.684679157
0.017883382,3.665782273,,0.344746607,37.08230031,1.588318236
0.018398268,0.383854527,,0.001938653,0.307255737,0.991373087
0.015683245,0.0615413,,2.878502869,35.96113027,0.641046093
0.016207671,2.889570756,,1.504873519,0.542208931,3.943563846
0.015684749,3.180533688,,0.047771257,47.95493794,0.533477748
0.015841956,1.487647374,,0.034080032,4.964017837,3.705067946
0.019417,4.777125675,,0.000795854,0.811272335,3.346145084
0.019741808,2.00678109,,0.40973211,0.25556419,0.910985502
0.016049913,0.872636418,,0.234873129,0.167558578,0.829607016
0.015723904,0.224302097,,0.00015223,5.612633275,0.936596791
0.017518451,0.074273405,,0.000176807,17.88545529,2.769259018
0.016846281,0.105317369,,0.040816272,48.32442183,0.623948993
0.017334632,1.065368864,,0.003897924,0.258523484,0.975693553
0.018059161,1.768072218,,0.012516993,0.319276289,1.645470315
0.019542154,0.104913973,,0.001823196,0.188003817,0.981799271
0.015049707,3.765592613,,0.92789749,0.162492505,3.306947175
0.016106961,0.25556419,,0.076295689,0.288957076,0.566245663
0.016972759,5.877148532,,0.048139325,0.363775405,1.322712943
0.015962424,0.356861749,,0.43567904,1.72120791,2.139835658
0.017318017,0.041607025,,0.105722316,2.867477376,2.712268491
0.018877224,1.045121222,,0.001499109,0.218356773,0.897199051
0.016938614,0.116367937,,0.27489489,7.038822279,0.715240334
0.01728815,4.795493794,,0.166277441,182.3195891,1.114579868
0.015693777,0.072304723,,0.000392796,21.75204034,0.666418336
0.015588784,5.158221651,,6.985004121,24.31270795,1.905936429
0.019469205,2.412681533,,0.327969406,17.01505406,0.714744739
0.018835635,0.199909454,,1.643740793,2.625225818,3.777678693
0.019819579,0.373680125,,1.747833262,2.717481941,1.296390182
0.016891575,0.343426128,,0.599100939,30.1416253,3.878503222
0.015009353,0.286747738,,0.000237593,256.5468383,1.093156533
0.019611614,7.629568912,,1.227910369,226.8993926,2.831369428
0.01688024,2.717481941,,0.043567904,3.751169311,3.376433164
0.017998651,1.476272965,,0.419275997,0.205352503,3.172235769
0.018998899,2.945551814,,0.000836566,869.2939692,0.962928111
0.019604093,0.953161883,,1.38835331,166.2774415,1.367461296
0.015212214,0.064441652,,2.357762196,2.595175106,2.240001968
0.015025193,8.081649291,,0.02093309,7.093055097,3.421194202
0.015244341,1.682028435,,0.000100964,1356.75053,0.863638821
0.016610475,1.336082677,,5.278372068,1137.190789,1.1076484
0.018454812,0.085934324,,0.000777738,1.090184492,1.290115293
0.017567237,0.03381946,,0.032297333,0.112417347,1.134848725
0.019637961,0.745589872,,0.001246905,65.94269111,3.047233387
0.019292648,0.035549487,,5.527134079,9.753638756,2.528882489
0.019123192,0.046149465,,0.007658905,16.62774415,0.742519078
0.01718567,0.629747811,,0.000123737,62.01546437,0.638385594
0.016830134,2.077303726,,0.461494646,45.7966102,3.790793844
0.017456404,6.468943132,,0.000110705,6.27335696,1.0327564
0.015129292,0.139905031,,0.005021498,83.01692956,0.521052266
0.015602243,1.266193268,,0.000220885,12.46904905,0.564677871
0.017919431,0.771791516,,0.00339495,0.242195833,3.946298264
0.017119876,0.128578,,0.502149845,0.28237961,2.800142018
0.017818334,0.258523484,,0.000504081,0.342110707,2.742515929
0.015355847,4.907195194,,6.645076729,56.34213934,3.32072902
0.017931464,8.143916897,,0.000208529,1.086008772,0.509622189
0.015558915,0.262522582,,1.399050314,115.4781985,0.941804813
0.015161243,0.760034547,,0.000211755,7.120328,0.745613559
0.015204922,1.938652636,,1.232631703,4562.119602,0.514591667
0.018557741,3.460721624,,0.057433683,250.7071193,0.642825917
0.015526125,3.16835133,,0.41288902,41.60702527,2.823530078
0.018345415,0.833361309,,0.000405042,3912.911271,0.686104389
0.017213709,6.177792731,,0.004225064,0.182319589,1.89145965
0.017098547,0.040194503,,0.690504744,0.206934706,1.705860887
0.017329646,0.174783326,,0.000148195,1.315729665,2.111839216
0.016013017,1.186223891,,1.976211096,757.1233961,1.018538137
0.01895886,2.956877505,,0.003736801,0.531904094,0.91923141
0.015180155,0.1650061,,0.565587757,1.938652636,1.866712824
0.015032399,3.084371394,,0.210135777,262.5225818,2.701011907
0.016100784,6.69627581,,0.000430692,1.563747638,3.664204442
0.017020025,0.552713408,,0.659426911,48.88399226,1.858965505
0.019525295,5.991009386,,8.895424269,0.226899393,3.083352857
0.015373527,0.737055175,,0.000674787,8.462525688,0.792509426
0.017417946,0.23850638,,0.002158573,0.882741071,0.596047826
0.016909402,2.812980144,,0.035142555,43.40102636,0.755498083
0.015575336,0.654384996,,0.000240344,124.2128901,0.899066665
0.019240916,2.093308965,,0.424130984,0.338194598,1.116899983
0.016213889,1.976211096,,0.22864761,4597.269885,0.737901421
0.01543261,0.266583542,,0.000239423,0.126619327,2.537662133
0.018588018,0.103315782,,0.000188004,1.013522358,2.500991232
0.018516855,0.326713189,,0.003500795,49.64017837,2.097251677
0.019876678,0.147627297,,2.312952248,2.366827827,0.713260013
0.015858675,8.593432434,,0.698500412,10.65368864,2.349738159
0.017293124,2.217345319,,0.000533949,208.529099,0.699065722
0.017577347,0.056994551,,0.002565468,0.765890472,1.377927517
0.019121358,0.748456676,,0.009350468,0.252638771,1.795642316
0.016607289,0.196110118,,0.000230409,0.104913973,0.871456164
0.015305862,0.08365656,,5.401321148,8.365655958,0.727238257
0.018702448,0.034740282,,0.651878514,2.478372986,3.679475173
0.018625488,0.886135224,,0.073705518,22.77718242,1.263565104
0.019811978,3.67987726,,0.569945506,1983.809657,0.964932547
0.018752732,0.064689431,,0.000115922,19.09120466,1.308124631
0.015229729,5.505963567,,0.002093309,953.1618832,1.369358314
0.015397133,0.098287887,,0.00038533,0.115922214,0.81988871
0.017327984,0.153402816,,0.29006812,66.9627581,0.617067407
0.017362914,1.383035518,,0.135155379,13.00668632,2.752037254
0.016951614,0.365174127,,5.217951042,1.830206106,0.62049866
0.017548716,7.45589872,,0.001025258,33.56087949,1.272353895
0.016532608,0.118622389,,0.00017613,40.8162718,1.552399636
0.019549651,5.548385993,,0.026863752,4241.309839,0.879344266
0.019272308,3.80919612,,0.005527134,373.6801254,0.614080629
0.018359495,4.740600231,,0.000139369,8.963961859,0.880564141
0.016962996,3.474028151,,1.154781985,1.107048548,0.599777788
0.017936623,7.202777512,,0.406599337,5.278372068,0.800792296
0.015062702,0.050601882,,4.926063433,0.359611303,2.280736852
0.016674311,0.569945506,,0.111557815,13.46376946,1.92052401
0.018686313,2.183567726,,0.391291127,0.291183436,1.167562678
0.017139587,0.125651208,,0.000338195,2.061420861,1.178131028
0.018688105,1.887266945,,0.003002617,0.148194926,1.820708548
0.018320803,0.178169489,,0.001115578,0.529866749,1.481953315
0.018451273,1.280855095,,0.001098584,5.655877571,0.576942721
0.018668403,4.832442183,,0.622539148,22.08852249,1.005909142
0.018545288,0.971627952,,0.010292005,3838.545268,0.694236922
0.016056071,0.140442968,,0.808164929,176.1299993,0.68136512
0.016786615,0.496401784,,0.000869294,113.2835021,1.981372316
0.016474053,1.341219935,,0.115035884,352.7767866,1.282981173
0.019377938,1.464985524,,0.029455518,2991.116533,0.845279285
0.017673687,4.926063433,,0.00016125,326.7131889,0.722214855
0.019231692,0.106128819,,0.00104914,1.330965097,1.678881029
0.017364579,0.583221242,,0.329230453,55.91135276,2.494066616
0.016707923,0.034607216,,0.000174114,0.783730353,2.729241389
0.016085351,0.935046768,,0.00010292,2.321845584,1.991009355
0.018801348,0.035686175,,0.008050694,0.695824955,0.923702386
0.015793417,0.183020611,,0.363775405,12.95686698,1.861544366
0.018093829,0.171461519,,0.003229733,0.849506423,0.520691225
0.015638192,0.234873129,,0.000315622,2.133863656,0.569789128
0.015986934,0.148764737,,0.000215857,0.326713189,2.835297262
0.01954028,0.12421289,,0.0006985,134.1219935,0.867238073
0.016088437,8.998428427,,0.742734048,0.7120328,1.692903807
0.015199091,9.980830188,,0.001612501,0.166277441,1.0242018
0.015720889,0.492606343,,0.720277751,10.86008772,0.989999705
0.018552403,0.059452027,,2.014497193,3.460721624,0.758646654
0.017862815,0.039279565,,0.008895424,14.81949257,2.352997846
0.01783885,0.504080619,,0.004964018,0.153402816,0.988628225
0.016679108,0.11415633,,0.703882228,0.682600602,3.009450318
0.019294498,0.104512122,,1.163679365,1.470618415,0.754451466
0.019698314,0.269670434,,0.013936915,22.43020967,1.593832477
0.019534659,0.070388223,,3.722488231,0.203782397,0.707842357
0.016906159,3.794605804,,0.000146499,0.481393254,1.307218223
0.019119524,0.459726989,,1.23737119,0.78072844,0.528325885
0.01637954,3.267131889,,0.003168351,109.4376268,1.168372251
0.018324317,0.994260074,,1.816212526,546.3865499,1.362730239
0.015901313,1.587937238,,0.354133219,39.43059525,1.145914973
0.015536551,1.124173474,,1.065368864,34.47466066,1.187971314
0.019366792,0.049450042,,0.000205353,0.367987726,3.218748824
0.015308798,0.141525055,,0.070118616,26.3531985,1.037060457
0.016605697,7.175188804,,0.004424186,234.8731289,2.676782651
0.017806377,5.298667488,,0.118168031,42.41309839,1.618323468
0.015994601,0.161870112,,0.088954243,2.934269504,0.517811891
0.019437492,4.192759967,,2.968246743,0.322973334,0.651347796
0.015767692,0.27489489,,0.007398892,20.22242965,0.996885697
0.018783327,0.490719519,,0.016187011,15.45847567,0.614506425
0.017386239,2.878502869,,0.095316188,865.9643234,1.131706615
0.019596575,7.038822279,,1.094376268,0.119536353,1.02562263
0.016704719,2.7279307,,0.224302097,0.942251129,0.985890962
0.015445934,3.882993528,,0.000271748,1.761299993,1.433458363
0.019020774,6.083684265,,0.003132084,714.7705768,1.846124693
0.018623702,0.646894313,,0.021013578,1.213854595,1.177314693
0.016634384,0.136196726,,0.000109858,0.191646106,0.582972607
0.018812169,6.419482215,,0.001650061,267.6085593,1.440430447
0.015993068,0.093864204,,0.005380633,72.02777512,2.592780364
0.017069059,0.057654516,,0.000128578,0.81439169,2.507935074
0.018212201,5.765451635,,0.029911165,198.3809657,1.903296071
0.019057289,0.303738609,,0.024879024,2.497468389,0.88423393
0.017432985,5.699455056,,0.000168203,40.97321098,2.348110008
0.018915277,6.543849964,,0.128085509,2.045659435,0.873270191
0.017945225,0.250707119,,0.082066643,6.107076122,0.83133393
0.017886812,0.649381632,,2.696704335,0.519796479,0.658611679
0.017147807,2.440619068,,0.00099426,0.899842843,1.599365863
0.018933424,0.193122704,,0.000519796,0.92789749,3.074815828
0.016395254,0.036099401,,0.137773809,0.212569035,0.87448164
0.015462236,1.305669723,,0.084625257,3.01416253,0.562724234
0.019626665,0.076883533,,0.762956891,19.23829884,1.469677897
0.01808689,0.059224309,,0.000105722,0.826989509,0.52576864
0.016448796,0.659426911,,0.009458741,11.63679365,0.771907564
0.015787361,1.961101175,,0.000193123,0.382384254,1.996537265
0.016764094,0.06273357,,8.081649291,0.203001852,1.251362694
0.017874809,0.906775965,,0.004614946,0.886135224,1.730873152
0.018191256,0.690504744,,0.583221242,73.98891635,3.045121938
0.016466156,0.041130754,,2.286476103,0.739889164,3.459347636
0.018723981,3.568617493,,0.000173447,16.18701118,0.592751782
0.017424628,0.244061907,,0.000111987,0.225164542,1.931203238
0.01703472,1.563747638,,0.000106947,2.191963577,0.629596751
0.019581547,0.086596432,,0.025852348,35.27767866,0.659525342
0.017699127,0.144266889,,0.004034905,3.882993528,0.652703644
0.015191805,0.038385453,,0.031081359,0.177487048,3.45695063
0.015411905,0.394305953,,0.000255564,4458.273081,0.539053362
0.018534621,0.091026253,,0.00151066,1.115578151,3.254644571
0.015377951,0.589974626,,0.000445827,0.183020611,0.697613566
0.017538622,0.344746607,,4.273988343,18.30206106,1.512043872
0.018210455,0.903302752,,0.000470435,19.68641639,0.613229922
0.015382375,0.036657823,,0.225164542,0.608368426,1.959519595
0.017188966,3.368992157,,0.000452724,46.86335029,1.437438268
0.015148164,1.669167807,,0.000281298,0.299111653,0.625681347
0.01815466,2.037823972,,0.003381946,0.975363876,1.955449122
0.016475633,1.256512076,,0.000189452,1.44266889,0.929482753
0.019196684,8.019857778,,0.0949511,0.240344027,1.510996166
0.019739915,0.12138546,,0.001675586,0.924343376,3.08121638
0.017530215,8.39782203,,8.929627309,2.58523484,3.743791266
0.016709525,0.049071952,,6.321692009,33.17671128,1.324547884
0.019705872,4.81393254,,0.664507673,76.58904719,0.958931721
0.015172879,0.278078023,,0.465050376,28.02205622,2.558857841
0.019338954,0.731419722,,0.00122791,28.12980144,0.616212563
0.019702093,1.415250553,,0.103713033,18.0232594,2.463142339
0.01571486,0.18443075,,0.135675053,38.0919612,3.551676053
0.016658329,0.069315975,,0.008626474,1.575796023,0.875087995
0.01704289,0.477712567,,0.000123263,395.8220648,0.856485068
0.016128599,0.041288902,,0.613055792,0.106946522,0.530160099
0.016559582,1.606324685,,0.000263532,200.678109,3.165646144
0.016478793,1.983809657,,0.00292303,1.005773063,1.213774149
0.015997669,3.62382041,,2.133863656,27.07073204,2.516641994
0.016313703,5.463865499,,0.005002265,4.290421892,1.058851301
0.016365409,0.185851755,,1.714615189,19.99094542,0.598531881
0.019895748,4.225064403,,0.115478198,5945.202704,0.575744249
0.019966465,8.175230379,,0.000154585,318.0533688,2.645425886
0.017511733,0.210943752,,0.001021331,0.654384996,3.593774783
0.01663598,0.307255737,,0.044411966,245.0003285,0.989313727
0.019863341,0.100964028,,3.487385841,26.556245,0.861844801
0.015687758,0.165640551,,0.012092052,14.48215973,0.519609603
0.018125088,0.378007137,,8.269895086,62.25391476,0.724722203
0.018520407,1.090184492,,4.527238074,1.35675053,0.62135945
0.017580718,0.105722316,,0.072027775,9.03302752,3.028282927
0.015232651,2.312952248,,0.188003817,439.0358656,1.794398103
0.016512011,3.596113027,,0.23577622,25.95175106,1.640914421
0.019560903,0.071751888,,0.000245942,0.391291127,3.573901815
0.015465202,5.854637363,,4.832442183,27.59518649,0.726230789
0.016259041,7.958538716,,0.015940429,41.4476584,3.096202863
0.018765324,0.805069425,,2.339734973,0.100192066,3.001117907
0.017622916,0.110280823,,5.442937323,0.986658057,3.148140655
0.019088381,6.670627149,,1.51065978,12.18521884,1.250495616
0.015459271,8.495064226,,0.007513345,142.6154796,1.814409375
0.018645145,0.644416522,,0.00037368,1.80232594,2.174223123
0.017508375,0.40973211,,0.00018232,7.600345469,0.833642075
0.019538406,5.19796479,,0.734232042,7.011861566,2.0484036
0.015234111,2.11754834,,0.00041607,188.7266945,1.217144116
0.018946138,0.162492505,,0.00195359,1.295686698,1.466624963
0.01626216,0.089984284,,0.00078373,0.140442968,0.604368344
0.016569112,5.945202704,,0.039279565,343.426128,1.90065937
0.018706035,0.391291127,,0.000113284,21.83567726,0.77781556
0.015322016,0.617779273,,0.002575333,230.4092976,0.644164026
0.018378871,0.267608559,,0.07513345,0.445827308,3.137248916
0.017202158,8.462525688,,0.000274895,548.4874144,0.858863044
0.019555276,1.727825981,,0.001266193,112.4173474,1.675393522
0.015338186,0.052380141,,3.62382041,0.945874099,0.861247622
0.017059241,0.219196358,,0.632169201,83.3361309,0.689919527
0.017592524,3.01416253,,0.241268153,2.077303726,1.503682524
0.015666711,2.780780227,,0.001426155,13.8835331,0.605206757
0.017861102,1.086008772,,0.001057223,39.58220648,0.843523403
0.016535779,0.17344695,,0.131572967,0.131069004,0.817618644
0.017250062,0.264545269,,8.62647431,0.327969406,0.90909313
0.015748048,0.099045177,,5.56971962,1.218521884,0.611956072
0.016765701,2.403440269,,0.020614209,288.9570756,2.249337273
0.018053966,0.183724328,,0.00025361,34.3426128,0.720215224
0.016198348,0.615413001,,0.004686335,20.77303726,2.178748997
0.017675382,0.06826006,,0.000701186,0.488839923,2.755855034
0.018231422,0.155179137,,0.000481393,161.2501027,1.172428546
0.01666472,1.372460961,,0.000906776,4.777125675,2.335125356
0.017279863,0.039582206,,0.000506019,0.111130517,3.859730187
0.019487884,0.084950642,,0.531904094,8.23821901,1.720109014
0.017379572,0.622539148,,7.897688494,0.548487414,3.034586616
0.0156262,0.382384254,,0.000346072,133.0965097,2.506197309
0.015807054,4.98310456,,1.150358838,8.560517117,2.074120913
0.016542123,4.128890196,,4.81393254,1.275949051,2.204574147
0.015979271,0.050214985,,0.000267609,36.2382041,1.89934239
0.018391212,7.542233958,,0.000120457,0.979114164,0.716232555
0.018536398,1.931227039,,0.001204574,1.305669723,1.032040795
0.016496185,0.048139325,,0.006878599,10.13522358,2.444433233
0.016168862,0.728618175,,0.042250644,203.7823972,1.394260369
0.015041051,0.990451772,,0.062493282,852.7727876,0.822735158
0.018048773,0.318053369,,0.000199909,4.019450334,2.328659981
0.015832843,5.099175976,,1.141563305,0.12710618,0.744580635
0.016526268,0.875991718,,0.00401945,0.215857263,2.196946899
0.017499982,0.346072162,,2.225871045,11.9078494,1.080350916
0.015130743,0.186566358,,0.223442955,0.346072162,0.958267271
0.015576829,0.592243087,,0.000134122,0.513846418,0.842354841
0.015241417,0.066196242,,0.015048735,9.86658057,3.741197166
0.016032992,4.527238074,,0.00998083,0.59680621,0.588249462
0.018483149,0.072861817,,0.132078867,1.694988151,0.549998657
0.017484885,5.339492736,,0.007455899,3.267131889,1.103816227
0.019764539,1.844307504,,0.107770525,862.647431,0.916686289
0.019770226,2.069347055,,0.427398834,0.165640551,0.845865391
0.015941009,0.331767113,,4.08162718,91.72759354,1.161106253
0.015472619,0.693159745,,1.923829884,0.386812055,0.501909793
0.01531614,0.706588666,,0.047224424,414.476584,1.042104532
0.017253371,4.004054683,,5.138464179,0.134637695,0.603949572
0.015283862,5.484874144,,0.198380966,5.877148532,0.740976657
0.01684305,1.499109421,,0.000548487,30.96230849,2.209163199
0.017503338,0.279147237,,7.065886657,0.130066863,0.602277388
0.01944495,6.90504744,,1.563747638,0.856051712,0.54544287
0.017885097,3.751169311,,0.303738609,183.0206106,2.312574752
0.015158336,0.093504677,,6.419482215,0.620154644,0.789220316
0.015005035,5.634213934,,0.02260303,75.42233958,2.00346874
0.017649976,0.107357733,,0.028129801,6.468943132,1.281203816
0.019964551,1.909120466,,0.053806325,0.143163838,0.629160499
0.015181611,0.474060023,,0.08301693,0.580987337,3.072685266
0.015169969,5.002264671,,0.517805509,0.188726694,1.558869329
0.018140738,0.160632468,,1.177154137,0.639489375,1.288328053
0.019364935,9.90451772,,0.069050474,1.551791374,1.03634187
0.015054037,3.120086732,,6.722023091,211.754834,0.545821073
0.01758915,0.817523038,,0.000151066,111.9867566,3.90277421
0.015636693,0.045972699,,0.001741139,2.945551814,3.564006579
0.017051063,1.637444794,,0.003254618,92.78974901,3.767219251
0.016911023,0.24312708,,0.014649855,16.43740793,0.736368593
0.017599273,0.117715414,,0.38979237,6.394893753,0.556903784
0.01861656,0.561263327,,9.94260074,1266.193268,0.59152047
0.017416276,0.634599901,,0.000324215,0.194610678,0.551908114
0.019251989,1.141563305,,0.094225113,3.637754054,1.881000197
