d1,k1,,k2,Kd,n
0.017998651,1.061288195,,5.079644666,1.061288195,0.827310043
0.015834362,0.703882228,,0.001150359,68.78599123,1.887530557
0.018440659,0.044582731,,3.049064887,11.6815373,1.664974406
0.018179049,0.066450767,,0.569945506,1.2710618,1.916534542
0.016532608,1.242128901,,0.020693471,1.437143053,0.511391469
0.018340139,2.565468383,,0.742734048,1.581854982,2.314178262
0.015404517,0.12469049,,0.003447466,4.740600231,1.466624963
0.019553401,2.339734973,,0.028237961,0.795853872,1.168372251
0.01559626,7.314197223,,0.092434338,68.26006015,1.259193501
0.018812169,2.450003285,,0.001320789,0.517805509,3.423566415
0.016158012,1.305669723,,0.156374764,10.45121222,1.921855677
0.016762486,1.437143053,,0.56776245,88.2741071,0.62481457
0.016815615,0.324215171,,0.000331767,0.370823003,3.827759003
0.015428171,9.605058184,,0.000119996,0.695824955,2.821573634
0.019231692,8.692939692,,0.000542209,507.9644666,1.985496751
0.015728428,7.513345034,,0.200678109,1643.740793,0.919868793
0.017914277,0.065690112,,0.000249747,19.16461063,3.859730187
0.015566377,3.267131889,,0.000199144,206.9347055,0.844108291
0.016156462,0.437354232,,6.670627149,0.163117291,2.069812381
0.016932118,0.525815439,,0.000846253,30.96230849,2.147264629
0.017456404,0.826989509,,0.3988718,40.65993375,1.127009753
0.018461892,5.809873369,,0.05099176,11.15578151,0.724722203
0.016195242,0.175455371,,0.004144766,10.33157819,3.751584361
0.015707327,0.06273357,,0.494500422,0.486967525,0.813661143
0.016814003,1.223207119,,0.000358234,43.90358656,0.828457733
0.019169092,0.110280823,,2.507071193,0.572136955,0.675721189
0.016439335,0.494500422,,0.004257618,395.8220648,0.835956629
0.017479856,0.065187851,,0.023942344,41.92759967,1.621692178
0.019604093,3.958220648,,0.012613434,0.583221242,2.0484036
0.016507262,0.634599901,,0.001053174,38.38545268,2.915008318
0.018822996,0.592243087,,0.000563421,0.385330453,0.56663829
0.016006876,0.145378439,,1.021331359,0.359611303,0.651347796
0.017446364,1.80232594,,0.038091961,0.682600602,0.93789609
0.015232651,1.115578151,,0.008365656,1694.988151,0.603949572
0.015292658,2.645452695,,4.458273081,515.8221651,1.890149044
0.017592524,1.159222139,,4.424185554,29.00681199,0.952968214
0.015579817,6.107076122,,0.136196726,1.909120466,1.052266404
0.019897656,9.94260074,,0.576545164,22.43020967,1.171616162
0.015976207,1.631172909,,0.765890472,0.12469049,1.321796426
0.019517807,0.737055175,,0.360994014,6.79986045,3.329948811
0.017409596,1.938652636,,0.001145953,18.65663579,1.419615272
0.01611005,2.321845584,,0.000162493,9.278974901,0.80860106
0.017142875,4.458273081,,6.77381503,5.339492736,3.369419364
0.019566531,0.059910094,,0.001242129,0.126619327,1.047173142
0.01897341,0.176807222,,0.038238425,89.29627309,0.954290225
0.015941009,0.128578,,0.000113284,21.75204034,0.867238073
0.019859531,0.116815373,,0.00817523,1.569760271,3.697371479
0.017349599,7.175188804,,9.56826805,24.03440269,2.978322539
0.019802481,1.694988151,,0.065690112,8.39782203,1.529966432
0.017950389,2.268993926,,0.001172645,13.30965097,2.196946899
0.016804331,2.759518649,,0.000457966,104.5121222,0.601026289
0.016677509,0.105722316,,0.033049635,0.161870112,3.493080764
0.015869324,2.478372986,,0.172120791,0.161250103,1.44442971
0.016637575,0.674786937,,0.077179152,1522.299133,0.840022572
0.015101751,0.156976027,,0.00615413,57.21369547,0.723216752
0.017070696,0.181621253,,0.06060382,8.560517117,1.185503564
0.01543113,0.096419898,,0.148764737,0.320503911,3.174435358
0.018102507,1.887266945,,0.001223207,214.2068394,1.860254489
0.018904397,0.427398834,,0.005298667,4.14476584,0.561166192
0.016690308,1.44266889,,0.000104914,0.920802875,3.402275575
0.019493491,0.245000328,,0.000195359,3.973440066,3.814515963
0.016515178,5.787619883,,0.002686375,229.5267638,0.584996541
0.01593948,0.299111653,,0.069315975,15.51791374,3.139424245
0.016909402,0.641948222,,0.193865264,1.650061001,0.96761162
0.015026634,0.698500412,,0.000427399,830.1692956,0.804687206
0.017005342,0.109858416,,5.945202704,0.519796479,0.542050811
0.01618127,0.126619327,,0.006060382,0.477712567,1.319050683
0.015483008,6.79986045,,0.007747591,16.24925048,1.720109014
0.016376398,0.536002317,,0.031320835,2.991116533,1.865419366
0.016068393,0.084950642,,0.008793599,0.253610171,0.658155322
0.019903381,3.43426128,,0.026863752,2.900681199,1.240137424
0.018282193,0.490719519,,1.528152396,12.18521884,3.87581578
0.017560499,0.149910942,,0.000990452,118.6223891,1.440430447
0.016855976,0.054848741,,0.028895708,0.765890472,0.633975942
0.019300049,0.193122704,,0.007455899,2.431270795,0.854113676
0.016687107,0.189452351,,0.000910263,0.488839923,0.894714933
0.017182374,1.504873519,,0.033560879,1.275949051,0.64015803
0.015945595,0.300261742,,0.001872837,0.249746839,1.52467315
0.015785847,1.251699273,,0.000367988,13.10690042,0.768703957
0.019617257,0.720277751,,0.846252569,85.93432434,0.826163942
0.017344608,5.743368298,,0.000703882,823.821901,1.226459845
0.018596933,1.983809657,,0.073705518,5.922430869,0.858863044
0.015204922,0.527837207,,4.869675252,88.61352237,0.906576079
0.016885097,5.945202704,,4.004054683,1.111305166,2.862945089
0.019314861,1.594042881,,0.000272793,0.27489489,1.112264572
0.015156882,5.339492736,,0.018162125,28.56494113,1.959519595
0.017909124,1.754553708,,0.000313208,72.58273574,1.780768527
0.018451273,1.727825981,,0.003317671,0.483244218,2.880860894
0.018659454,0.823821901,,2.053525026,308.4371394,0.815354864
0.018918905,0.627335696,,0.000378007,11.07048548,0.549236725
0.015202006,0.4851023,,3.838545268,0.273841963,0.904692866
0.019456141,0.209330896,,0.000953162,0.346072162,3.447379202
0.018543509,5.079644666,,0.001041118,4.650503762,0.759699091
0.018844668,0.754223396,,0.004704354,272.79307,0.87569477
0.018213948,3.421107072,,2.889570756,5877.148532,0.543932675
0.016368548,2.516710919,,0.622539148,0.444119661,1.634104221
0.018326074,2.968246743,,0.112417347,78.07284401,1.579535104
0.019478542,5.021498454,,0.045621196,16.94988151,1.977256449
0.019724778,0.279147237,,0.007542234,3.02575203,2.046984247
0.019577792,0.917275935,,0.000294555,49.64017837,1.569712122
0.018392976,0.115478198,,0.354133219,20.14497193,2.676782651
0.015193262,3.596113027,,0.366578227,27.59518649,1.426520026
0.017011866,0.036657823,,0.014098297,4.795493794,3.126394859
0.015570855,2.045659435,,0.000118622,259.5175106,1.451455157
0.018880845,0.430691863,,3.01416253,0.203001852,1.42553158
0.018128565,1.968641639,,0.000145937,2.934269504,0.932709683
0.015881503,0.294555181,,0.02260303,100.5773063,0.852339442
0.015448897,2.802205622,,0.012565121,367.987726,1.275886504
0.01879594,0.141525055,,0.004926063,2.175204034,1.709411816
0.016818841,0.654384996,,0.00131573,1.534028165,1.699959057
0.018212201,0.161250103,,0.059910094,0.343426128,0.560777356
0.017656747,0.067998605,,0.40973211,1.420692213,0.633097674
0.019202208,0.165640551,,3.665782273,0.109858416,1.501599422
0.015677231,3.973440066,,0.00046505,15.1646829,1.250495616
0.018347175,2.109437521,,0.000139369,0.143714305,3.780298088
0.015916569,0.117715414,,0.002093309,19.53589594,1.668440225
0.017643207,0.783730353,,0.001361967,2.260303027,2.639930593
0.017660134,0.302575203,,0.00015758,53.80632535,1.597150207
0.018527512,0.40973211,,0.048324422,0.924343376,0.803572445
0.016499349,0.174783326,,0.003679877,363.7754054,0.508563561
0.017784193,0.133608268,,0.004273988,60.83684265,2.40577213
0.019547777,1.145952633,,0.007093055,1.851398894,2.230705407
0.016648747,2.63531985,,3.541332187,0.118168031,2.790454263
0.017580718,1.563747638,,0.005060188,6.594269111,3.666745156
0.016450374,1.065368864,,0.000227772,0.986658057,1.746540382
0.015283862,2.348731289,,0.000419276,504.0806191,1.526788262
0.01657388,1.459374208,,0.004323479,0.139369155,1.219677729
0.01795211,0.115035884,,0.000142069,183.7243276,0.71276579
0.019728561,0.092434338,,0.007484567,1.336082677,3.043011951
0.016161111,0.086596432,,9.86658057,8.495064226,2.974196568
0.016080724,9.753638756,,0.000459727,0.414476584,1.723689601
0.018577326,4.777125675,,0.00016187,84.30111782,1.119224928
0.016685507,1.448215973,,8.929627309,8.081649291,3.53693572
0.018837441,5.442937323,,8.430111782,4.704354057,2.447824287
0.017893674,4.704354057,,1.830206106,1504.873519,0.680421201
0.015860196,0.186566358,,0.003343233,0.449262325,1.007304595
0.015172879,0.244061907,,0.000209331,56.77624505,2.011818283
0.017438001,7.928055225,,0.040504195,1.098584161,1.034189097
0.015496376,0.352776787,,0.474060023,0.852772788,3.862406476
0.017719506,0.507964467,,0.023487313,0.153402816,0.902187999
0.015100303,1.528152396,,0.100192066,0.899842843,3.170037705
0.017847405,0.035142555,,0.679986045,0.183724328,2.532390696
0.017164259,0.677381503,,0.798913942,0.230409298,1.490193835
0.01651993,0.629747811,,0.308437139,145.9374208,0.571371111
0.018119875,0.899842843,,0.008301693,5.899746256,3.556603136
0.018511529,0.038385453,,0.002109438,12.85780002,1.704678884
0.019551526,0.672202309,,0.000119536,27.07073204,0.637943252
0.01511624,0.424130984,,0.000173447,330.4963494,1.335611111
0.015816151,4.03490518,,0.956826805,79.89139417,1.477850159
0.015561899,0.385330453,,0.000492606,168.8495859,0.553440451
0.018833829,4.373542321,,0.000327969,1.223207119,0.783225695
0.015216591,0.084301118,,0.674786937,0.145937421,1.046447548
0.015662205,0.074845668,,0.000322973,1.637444794,1.088619663
0.019976041,9.531618832,,0.003780071,3.156215633,0.673850287
0.019920566,4.241309839,,0.003568617,4.019450334,1.683542335
0.017391242,0.656901116,,0.000202224,0.731419722,0.609838864
0.016203009,0.975363876,,0.00679986,1.464985524,1.254837023
0.016889955,1.351553786,,0.496401784,2321.845584,0.853521855
0.015967017,6.225391476,,0.001837243,4.75882791,1.050808663
0.019671887,0.059680621,,0.102133136,7.038822279,1.047899238
0.015494891,0.042739883,,7.286181745,0.348738584,0.578945721
0.016875384,0.150487352,,0.000309623,7.484566763,0.582164995
0.01708052,0.07542234,,0.001168154,64.68943132,3.194300414
0.017362914,6.060382005,,0.010213314,0.62493282,1.199555576
0.015927257,0.583221242,,0.005278372,0.167558578,0.61920971
0.015672722,6.543849964,,0.194610678,920.8028751,0.787580884
0.018319046,1.025258393,,0.004579661,149.9109421,0.613229922
0.017341282,7.600345469,,0.405041945,249.7468389,0.530527706
0.01950097,0.062974781,,0.024500033,2.497468389,1.593832477
0.018664823,1.624925048,,0.585463736,641.9482215,1.350505954
0.016231001,1.399050314,,0.163117291,0.445827308,0.612805011
0.015960894,0.731419722,,3.67987726,1.073577333,0.558837214
0.015447416,6.747869371,,0.032297333,0.242195833,0.520330435
0.018114663,5.463865499,,0.006130558,24.21958329,0.704904637
0.016150266,5.278372068,,4.614946457,98.6658057,1.387511761
0.019185643,0.087263642,,0.003180534,67.7381503,0.849979529
0.01839474,3.084371394,,0.554838599,2.440619068,2.344857092
0.018271677,0.403490518,,0.748456676,2.385063795,3.017805864
0.019869056,0.108184905,,0.001057223,18.44307504,0.629596751
0.019368649,0.248790237,,0.005258154,0.378007137,1.730873152
0.016974387,0.190912047,,0.049071952,0.424130984,1.536342633
0.015988467,0.061777927,,0.247837299,13.5675053,0.589882698
0.015723904,0.990451772,,0.000168203,28.12980144,2.708511094
0.016020697,0.964198978,,0.005118782,23.04092976,0.655423815
0.019832888,1.150358838,,1.128495938,2.770129039,3.381117141
0.015132194,0.078373035,,0.005463865,7.065886657,1.979999409
0.018538176,0.110704855,,0.09568268,81.43916897,1.775838026
0.018951589,2.014497193,,0.020773037,147.0618415,2.233799966
0.01637954,5.401321148,,0.006670627,38.82993528,1.594937621
0.018655876,7.807284401,,1.033157819,2.394234402,0.801347555
0.019789193,0.27279307,,0.001330965,197.6211096,1.551323967
0.019082891,4.527238074,,0.000517806,0.176129999,0.870248906
0.01611314,2.403440269,,0.000409732,120.4573579,0.68183757
0.019734237,7.542233958,,0.069582495,47.5882791,0.691355667
0.017653361,0.062253915,,0.023759283,44.58273081,2.935283804
0.015665209,1.163679365,,0.035549487,157.5796023,2.47683884
0.018938872,0.178854553,,0.000155179,14.15250553,2.260277646
0.018026287,0.229526764,,0.016884959,0.166916781,2.151734386
0.01682368,3.794605804,,0.152229913,356.8617493,1.982746175
0.015410427,2.845552919,,3.14412642,41.28890196,3.0493463
0.019484147,0.137773809,,0.000425762,23.85063795,1.541676428
0.018731165,0.24312708,,2.738419634,178.1694886,0.659068352
0.019596575,0.187283708,,0.109437627,28.89570756,3.183248974
0.019643611,0.667062715,,0.000268638,3.356087949,1.858965505
0.015319077,1.320788666,,5.721369547,0.420888119,3.464146636
0.015956303,0.792805522,,0.0654385,6.468943132,2.264982651
0.016775351,0.41288902,,0.000986658,0.975363876,1.093156533
0.017794429,0.053600232,,0.072304723,0.14933674,3.22992351
0.019424449,0.223442955,,0.224302097,15.81854982,0.58743454
0.016488277,2.295267638,,0.241268153,0.27279307,0.975693553
0.015120589,0.661962417,,0.016437408,0.185139889,1.580630334
0.019322271,1.481949257,,0.04579661,15.1065978,2.673074413
0.018777925,2.696704335,,4.686335029,0.176807222,0.683730648
0.018255914,0.267608559,,0.037946058,166.2774415,0.615358903
0.016948363,7.120328,,0.006107076,314.412642,1.100760038
0.018531066,5.591135276,,3.80919612,2006.78109,0.572163749
0.019110359,1.551791374,,0.067220231,0.196864164,2.044148491
0.016022233,0.142069221,,0.008963962,28.67477376,0.965601619
0.019180124,6.083684265,,0.000220885,24.31270795,2.906937392
0.016337186,1.35675053,,1.837243276,166.9167807,3.339194201
0.016928871,0.913762505,,0.002200392,0.291183436,0.825591487
0.015911991,2.780780227,,0.057433683,0.195358959,0.519249562
0.018421218,0.599100939,,1.754553708,0.186566358,1.427509157
0.018547066,1.037130326,,6.060382005,244.0619068,1.192095652
0.016252806,4.160702527,,0.000127106,6.826006015,2.527130209
0.015174334,2.191963577,,0.129072384,6.321692009,0.83133393
0.016097696,0.062493282,,0.025263877,4.50989745,2.290241921
0.017750118,0.068522521,,0.000388299,0.737055175,2.271271231
0.015944066,0.71751888,,0.001754554,0.279147237,3.059932864
0.018909836,3.330427623,,4.192759967,161.2501027,3.571425433
0.018000377,6.297478111,,0.032671319,3.67987726,1.144327498
0.016583418,4.668385018,,0.029118344,0.237592832,2.555312969
0.01937608,5.699455056,,0.000246888,238.5063795,0.788126983
0.016725556,0.833361309,,0.116815373,5.56971962,1.414703776
0.017299759,3.14412642,,0.043567904,1346.376946,0.88976731
0.019530913,9.458740991,,0.000126134,0.57433683,1.837188935
0.019857627,1.409829737,,0.430691863,11.02808234,2.860961335
0.015621705,5.17805509,,0.016063247,447.5415208,2.148753515
0.016719142,0.12956867,,0.000110705,36.65782273,1.202052577
0.016972759,1.325867118,,0.000243127,0.31081359,0.87812608
0.018045312,0.475882791,,0.178854553,109.0184492,0.571767293
0.016257482,0.055697196,,0.000245,0.23850638,2.784657705
0.015251652,3.780071373,,0.003460722,7.629568912,1.411765039
0.015863238,1.377738094,,0.000123263,0.656901116,2.414124366
0.017991748,9.716279516,,0.008929627,73.42320421,2.357895858
0.017486562,8.081649291,,0.000734232,0.41288902,1.026333784
0.015734463,7.258273574,,0.094225113,1.961101175,1.292800804
0.01545186,2.878502869,,0.000114156,0.363775405,0.733820951
0.0188899,0.180232594,,0.017613,135.675053,0.636618064
0.019829084,0.795853872,,0.362382041,0.132586712,2.976258839
0.018403562,2.911834361,,0.045972699,64.19482215,1.384629509
0.017064149,3.927956474,,0.188726694,483.2442183,0.649094303
0.01609924,2.251645417,,6.177792731,0.338194598,2.338364772
0.017957275,5.634213934,,0.017080477,2.330773115,2.767340179
0.016310574,0.659426911,,0.079280552,9.386420367,0.647745952
0.018718596,0.050796447,,0.000536002,3.330427623,2.229159736
0.017218661,0.513846418,,3.356087949,23.75928315,0.519969894
0.017190614,1.662774415,,0.011070485,0.292303041,0.673383371
0.019647379,0.222587104,,0.000394306,6.77381503,2.488885739
0.019298198,0.050214985,,0.000290068,13.51553786,2.078438414
0.016778568,0.196110118,,2.142068394,13.99050314,2.24622119
0.019048153,0.690504744,,0.001077705,5.319040944,0.821026105
0.015058369,0.283465363,,0.041767005,13.83035518,0.586620747
0.017775668,0.215857263,,0.023307731,131.0690042,1.993771394
0.018435355,9.386420367,,0.01081849,7.600345469,2.432601496
0.016046835,0.388299353,,1.029200527,6.878599123,2.497526525
0.019639844,0.118622389,,0.000242196,0.672202309,1.421584642
0.01990529,3.868120546,,7.342320421,9.137625049,2.91905218
0.01950471,0.206934706,,8.861352237,9.208028751,0.556517901
0.019755065,2.11754834,,0.058546374,21.25690345,1.423556743
0.018915277,0.038533045,,6.852252111,0.649381632,1.89934239
0.019108527,1.476272965,,0.538063253,219.1963577,0.54544287
0.017149452,7.989139417,,0.001688496,296.8246743,2.763506489
0.019028071,0.0419276,,1.643740793,2.802205622,2.402439333
0.019392809,2.150304679,,0.004340103,2.412681533,1.801876334
0.01656117,0.325461783,,0.050796447,4.458273081,3.072685266
0.016036067,3.002617421,,0.000529867,39.27956474,0.639271198
0.015674224,2.791472369,,0.104512122,300.2617421,0.742519078
0.015767692,2.665835416,,1.976211096,69.0504744,0.538679848
0.016922379,0.1650061,,5.899746256,6.69627581,2.565962346
0.01967566,0.250707119,,0.021668724,0.325461783,3.772445347
0.016920756,1.781694886,,0.000316835,11.54781985,0.610261719
0.015650194,0.391291127,,6.225391476,0.459726989,1.543815128
0.017604337,2.6556245,,0.192382988,580.9873369,0.504350992
0.016412557,4.945004221,,0.486967525,0.466838502,1.153885442
0.017235181,5.319040944,,0.001669168,287.8502869,0.586214273
0.017663521,0.118168031,,2.251645417,1.280855095,1.261814645
0.018743743,8.23821901,,0.023850638,1013.522358,1.93790789
0.019461739,1.426154796,,1.275949051,67.22023091,1.909903836
0.019165416,0.103315782,,0.004964018,32.54617835,0.627853555
0.0192834,0.260515359,,0.00424131,47.77125675,1.716535864
0.018520407,5.968062098,,0.0041767,32.2973334,2.049823938
0.016556406,0.336899216,,0.000285649,6.518785137,2.052667568
0.015363211,0.043903587,,0.654384996,21.01357769,1.08259978
0.016165761,0.081439169,,0.003853305,1.662774415,3.973746939
0.019259375,0.199909454,,0.470435406,12.09205183,0.760225857
0.016352859,0.509917598,,0.050601882,2.468880105,1.554553211
0.019431901,0.6037169,,0.007258274,103.3157819,2.866916726
0.016941863,0.620154644,,0.043401026,6.985004121,0.6056264
0.018670193,0.7120328,,0.00122791,0.155179137,0.864237657
0.016971132,6.27335696,,0.59452027,521.7951042,1.566451389
0.016756058,3.582338881,,0.31081359,0.188726694,3.674377871
0.018534621,1.637444794,,0.007688353,0.174783326,0.767107143
0.016475633,0.097536388,,2.037823972,6.107076122,0.897821158
0.018493786,1.923829884,,0.000651879,429.0421892,0.579347155
0.015588784,2.717481941,,3.120086732,25.36101709,2.614436445
0.019611614,0.038681205,,0.001372461,19.76211096,3.710207823
0.017665215,0.219196358,,3.474028151,2.217345319,0.804129633
0.015644192,0.036377541,,0.000102133,1.51646829,1.277656484
0.015870846,3.487385841,,0.000208529,2450.003285,0.614080629
0.018846476,0.227771824,,0.02304093,351.4255501,0.740976657
0.019719104,0.408162718,,0.040816272,37.80071373,0.79526082
0.016653537,0.488839923,,0.005832212,0.135675053,1.687046805
0.01583588,7.065886657,,0.839782203,160.6324685,1.1045816
0.019454275,0.613055792,,0.001563748,29.11834361,0.738925079
0.015382375,0.204565944,,3.16835133,0.216687238,0.732804364
0.019261222,0.56776245,,0.021175483,0.771791516,1.51834538
0.016949988,2.022242965,,0.001631173,0.440723965,0.895956131
0.015308798,2.867477376,,3.02575203,89.63961859,1.23756131
0.01654371,4.614946457,,0.008560517,0.748456676,2.346482987
0.019760749,0.137246096,,0.000118168,26.15170448,1.532088887
0.015239956,0.198380966,,7.2304723,12.95686698,0.694718297
0.015469651,0.057654516,,0.001013522,2.516710919,0.653156221
0.019060944,4.926063433,,0.004373542,3.242151713,3.383461565
0.016069934,0.37946058,,0.00777738,15.87937238,1.46357837
0.016102328,0.879359919,,0.005809873,19.09120466,3.409357769
0.015986934,2.225871045,,7.600345469,1251.699273,0.713754578
0.016246573,6.985004121,,0.000554839,4113.075359,1.252230373
0.018884466,2.459423584,,0.953161883,1.448215973,1.492261115
0.015743518,0.354133219,,0.000301416,23.94234402,3.512504321
0.018132042,7.147705768,,6.107076122,0.783730353,0.672916779
0.01954028,8.793599189,,0.003882994,2166.872377,1.301792944
0.015082937,0.417670049,,0.001102808,7.202777512,1.739291808
0.018292715,0.531904094,,0.00140983,2.357762196,0.566245663
0.015509756,3.060788587,,0.02339735,179.5422513,3.900069951
0.016029917,0.058771485,,0.592243087,8.462525688,3.99307453
0.01817382,0.089296273,,0.090677596,0.314412642,2.212227874
0.019263069,0.077179152,,0.001938653,0.295687751,3.576379913
0.015647193,0.43567904,,5.442937323,61.77792731,0.535329848
0.017384572,0.180925591,,0.117715414,0.634599901,2.439355458
0.015279465,3.80919612,,0.318053369,0.250707119,0.716729182
0.018194745,3.609940136,,0.002889571,10.57223156,1.282981173
0.017828589,8.301692956,,0.110704855,3.447466066,0.898443696
0.015708833,0.041447658,,0.101741937,0.836565596,1.133276581
0.019218787,0.998083019,,0.875991718,20.53525026,2.252457679
0.015848034,0.259517511,,0.000533949,142.6154796,0.731789185
0.0172451,1.045121222,,0.101352236,906.7759646,0.540175458
0.019409553,1.901807986,,1.504873519,4.176700491,2.843169283
0.017436328,0.155179137,,0.046505038,0.194610678,1.14750465
0.019810078,0.087599172,,0.000133097,0.352776787,1.309031669
0.016518346,0.521795104,,0.000283465,1.377738094,3.598760268
0.017617847,0.382384254,,0.052581544,0.136720404,1.079602333
0.019154392,0.257533265,,0.000128578,15.28152396,3.185456199
0.019377938,1.246904905,,0.084625257,255.5641901,1.680045144
0.0182857,6.130557921,,0.098665806,725.8273574,0.581761609
0.016888335,0.38979237,,0.253610171,0.760034547,0.771907564
0.018012464,0.048139325,,2.014497193,7.093055097,2.96390663
0.019792989,7.717915156,,0.012279104,0.967906337,1.145914973
0.016398399,3.554948662,,0.000237593,35.00794892,0.977047089
0.017006973,0.210135777,,0.211754834,269.6704335,0.949671195
0.017568921,5.548385993,,0.006297478,28.45552919,2.994883741
0.017223616,0.548487414,,0.466838502,0.125651208,2.135390618
0.017111669,0.171461519,,1.061288195,567.7624505,0.550761645
0.01927046,3.049064887,,0.062253915,0.284555292,1.502640612
0.017169197,0.11415633,,0.001476273,24.59423584,2.47169375
0.016137881,9.208028751,,6.44416522,416.0702527,0.654969667
0.016481954,1.013522358,,2.150304679,62.49328199,1.066955495
0.016738392,3.838545268,,5.19796479,12.75949051,1.846124693
0.017898823,0.172120791,,0.792805522,8.112723354,3.411721775
0.017494948,7.658904719,,0.008861352,139.9050314,2.397448791
0.016396826,1.300668632,,0.429042189,0.533949274,3.841048019
0.015375002,0.183020611,,0.02225871,1.453784386,0.519609603
0.01725668,0.852772788,,0.000615413,176.8072218,2.872884515
0.015108994,0.042904219,,0.12710618,2.421958329,2.813761406
0.019331538,3.16835133,,0.185139889,2.450003285,3.288660315
0.016255923,6.518785137,,0.468633503,117.2645298,0.751320306
0.019532786,0.221734532,,0.226030303,15.39926526,2.219908172
0.017857677,0.182319589,,2.923030408,0.13309651,2.356262056
0.018998899,5.118782384,,0.082066643,8.143916897,1.415684714
0.018474289,0.148764737,,3.882993528,0.254585306,1.072888387
0.01728152,2.375928315,,0.00240344,34.21107072,3.529588511
0.016659926,0.378007137,,0.000184431,1.493367401,1.984120986
