d1,k1,d2,k2,Kd,n,k3
0.016717539,0.823821901,2.225871045,0.000358234,66.9627581,1.775838026,5.217951042
0.016778568,9.495109992,0.000355495,0.424130984,217.5204034,2.291829946,0.128085509
0.01622322,2.52638771,0.000823822,8.175230379,7.542233958,3.743791266,0.105317369
0.018052235,0.121852188,0.000664508,0.016755858,0.233077312,3.371755677,0.000496402
0.016707923,0.180232594,0.107357733,0.198380966,4.704354057,1.608259265,0.240344027
0.019811978,0.703882228,0.403490518,0.085605171,0.128085509,0.606887075,0.147061842
0.019517807,0.169498815,0.030373861,1.968641639,0.795853872,0.569789128,0.145937421
0.015327894,0.504080619,0.001675586,0.185851755,1.865663579,0.558063038,0.490719519
0.017444691,0.236682783,0.002191964,0.000208529,0.559113528,2.898888813,0.01081849
0.019670001,6.722023091,0.029006812,0.01727826,264.5452695,0.598946896,0.000352777
0.019178285,0.263531985,0.06060382,0.000128578,0.163744479,0.577342766,0.036940264
0.015497863,0.198380966,0.034080032,0.001372461,8.726364175,0.602277388,0.000296825
0.015140903,0.338194598,0.000610708,0.014044297,22.43020967,1.969050347,0.000583221
0.016666318,0.245942358,0.889542427,0.001290724,2.421958329,0.918594468,0.005612633
0.01797278,1.504873519,8.462525688,0.005484874,2605.153593,0.666418336,0.014933674
0.015072816,0.646894313,0.092789749,0.100964028,1.768072218,0.607728982,0.401945033
0.018673774,0.760034547,0.000230409,0.002312952,10.65368864,0.735858358,0.047954938
0.019534659,0.099045177,0.116367937,0.036940264,0.195358959,2.045565877,0.002251645
0.017261645,0.151646829,0.00281298,0.076883533,43.90358656,0.591930623,0.005677625
0.01897159,0.659426911,0.000892963,0.008929627,7.958538716,2.094346283,0.002117548
0.016559582,0.212569035,0.001300669,0.472244237,56.77624505,0.74406471,1.053173687
0.019053634,0.0615413,0.212569035,9.137625049,41.60702527,1.712970136,0.219196358
0.019939678,5.17805509,0.036657823,6.107076122,1.624925048,0.847626149,0.037655926
0.016091522,0.378007137,0.042576177,1.16815373,949.5109992,0.594397519,0.875991718
0.015158336,0.0419276,0.000569946,2.431270795,2.142068394,0.815354864,0.001781695
0.016100784,0.343426128,1.788545529,0.000283465,0.78072844,0.813097351,2.878502869
0.015104648,0.283465363,0.002665835,0.116815373,36.2382041,1.203720131,0.982878873
0.015020871,0.352776787,3.267131889,0.006985004,10.37130326,3.946298264,1.624925048
0.017078883,0.395822065,0.019238299,0.040040547,0.862647431,0.513166892,0.013990503
0.016071475,1.70804772,0.019091205,0.152229913,10.29200527,0.885460589,0.000132079
0.01792115,0.975363876,8.659643234,0.001246905,2.867477376,0.56663829,0.001119868
0.018842861,2.575332647,0.000180233,0.002277718,1.141563305,2.322212507,0.734232042
0.018848283,9.86658057,0.000193123,0.00131573,197.6211096,0.75917269,0.425761774
0.017464776,0.967906337,0.496401784,0.906775965,679.986045,1.031325687,0.358233888
0.017842271,1.983809657,0.383854527,0.000956827,20.93308965,2.714149144,0.538063253
0.018591583,1.186223891,1.761299993,0.000536002,3.912911271,1.800627802,0.210943752
0.018348934,8.861352237,0.920802875,4.632690995,2.191963577,3.910898245,0.02243021
0.01813552,0.808164929,0.296824674,0.034873858,86.59643234,1.375065174,3.421107072
0.016925625,0.852772788,0.007897688,9.605058184,0.706588666,1.208736687,0.09458741
0.01703472,8.560517117,0.000386812,2.6556245,262.5225818,1.714157888,0.007513345
0.018414153,1.788545529,0.22864761,0.001551791,55.48385993,1.120777579,5.945202704
0.018859131,2.497468389,0.014876474,0.001356751,148.7647374,0.614080629,0.027279307
0.015129292,2.605153593,6.852252111,0.000193865,0.174113856,3.447379202,1.437143053
0.015400086,0.091727594,0.872636418,0.006249328,2.304092976,0.81648597,0.000608368
0.01640941,0.250707119,0.001218522,0.047588279,0.606038201,1.590521639,0.002487902
0.017286492,0.615413001,0.024312708,0.000119078,145.9374208,1.933882311,0.13309651
0.016037605,1.037130326,1.747833262,0.000260515,0.472244237,0.700035505,0.008238219
0.016826907,1.266193268,0.007011862,0.019611012,0.136720404,1.358957182,2.166872377
0.017873095,7.011861566,0.007867438,0.088954243,16.31172909,0.661356472,0.00394306
0.018779725,0.052380141,0.112849594,0.001880038,0.81439169,1.008701984,1.098584161
0.01950284,0.165640551,0.000395822,0.000106537,124.6904905,1.883609625,0.181621253
0.017303077,2.217345319,0.001612501,0.000324215,4.686335029,0.782682992,2.900681199
0.018875414,0.414476584,0.096419898,0.00695825,114.1563305,1.066216194,0.000327969
0.015749558,7.837303527,0.000143714,0.186566358,0.110704855,1.95816183,0.060836843
0.017184022,0.12710618,0.000220039,0.002339735,0.131069004,1.141159143,0.000212569
0.015263357,4.019450334,4.98310456,2.348731289,1404.429684,1.346766742,0.45621196
0.019532786,0.3988718,0.038829935,1.223207119,849.5064226,0.720714612,0.000106129
0.018960678,9.458740991,1.600171999,1.675585782,0.525815439,1.475802843,3.487385841
0.017866241,0.661962417,0.266583542,1.399050314,9.605058184,3.192087061,0.000250707
0.016728764,0.06037169,0.000187284,0.079891394,1.16815373,2.166700882,0.001557758
0.015963955,0.087263642,0.00777738,0.06773815,35.82338881,0.994814886,0.055697196
0.019857627,3.16835133,0.417670049,0.899842843,892.9627309,1.391364098,0.659426911
0.016094609,0.038829935,0.000378007,0.000817523,2.357762196,1.154685532,0.000245
0.018652298,3.853304533,0.000285649,0.00016125,5.922430869,3.115578354,0.000322973
0.016240342,0.078373035,0.002823796,0.003037386,12.90723845,1.299989526,0.008462526
0.015074261,0.08301693,0.145378439,2.312952248,1.675585782,0.593162789,0.394305953
0.016883477,0.687859912,0.0004945,0.000160632,544.2937323,0.781057139,0.031441264
0.016032992,0.100192066,3.27969406,0.043903587,12.51699273,2.896880153,0.000931465
0.018738351,0.072027775,1.768072218,0.000257533,0.186566358,1.804375997,9.495109992
0.015029516,0.105317369,0.000454465,0.964198978,11.28495938,3.90277421,0.872636418
0.0156577,0.768835332,0.008626474,0.005699455,8.175230379,3.043011951,0.496401784
0.016179719,0.069315975,0.020144972,0.529866749,6.645076729,0.748720935,0.203001852
0.01682368,0.072582736,0.378007137,7.807284401,18.65663579,1.773377898,0.12469049
0.018182536,0.267608559,0.083336131,0.000153993,4.065993375,3.416454705,0.000153993
0.015250189,0.056776245,4.160702527,0.000114595,0.550596357,0.897199051,0.016691678
0.01754535,2.759518649,0.000910263,0.000216687,0.321736253,1.411765039,0.010531737
0.016701515,0.273841963,0.001172645,0.000685225,2.339734973,2.255582414,0.000960506
0.019183803,0.034342613,0.033689922,0.042739883,0.232184558,1.313576297,2.11754834
0.016203009,0.304906489,0.00013672,2.845552919,0.498310456,1.028470206,0.002312952
0.016276201,4.562119602,0.003330428,0.00020773,457.966102,1.178131028,0.002565468
0.017646591,0.070658867,0.000712033,0.117715414,0.304906489,1.283870776,0.312008673
0.015617212,2.676085593,0.07120328,0.024034403,0.41288902,3.183248974,8.726364175
0.016984156,2.00678109,0.000617779,0.013830355,5.655877571,2.945474371,0.00016125
0.0172451,0.057433683,0.171461519,2.536101709,18.16212526,2.113303539,2.867477376
0.015557423,0.053600232,0.041607025,0.000151066,0.416070253,3.772445347,0.000110281
0.015145259,0.509917598,0.067478694,8.82741071,16.75585782,0.539801167,0.220885225
0.0186005,0.249746839,0.000303739,0.001177154,0.483244218,0.661815048,1.851398894
0.015512731,0.882741071,0.000133097,0.000986658,0.975363876,1.722495245,0.000709306
0.018076487,9.137625049,7.629568912,4.57966102,0.194610678,0.714744739,2.403440269
0.016412557,5.991009386,0.020300185,0.000209331,4.562119602,2.3238227,1.522299133
0.018213948,0.145378439,0.002717482,3.421107072,3.568617493,0.81253395,0.00024879
0.01589674,1.481949257,1.372460961,0.000394306,59.22430869,2.550004866,0.011592221
0.016184374,1.545847567,3.132083512,0.000273842,180.232594,1.096951697,0.000531904
0.019808179,0.174113856,4.004054683,0.000258523,0.22864761,1.174869079,2.507071193
0.016238785,1.204573579,1.393691549,1.005773063,1.44266889,0.673850287,0.000386812
0.015463719,0.149910942,0.056558776,0.000477713,1.80925591,1.823234337,0.008081649
0.018163366,9.531618832,0.004273988,0.000695825,0.126134338,0.904692866,0.285649411
0.016545296,1.061288195,0.00068786,0.00063704,44.58273081,2.514898195,0.000363775
0.018522183,0.104512122,4.650503762,0.006878599,50.40806191,1.449444407,0.268637518
0.016896435,7.989139417,0.00459727,0.488839923,0.942251129,0.893475454,0.35142555
0.017528534,0.126619327,1.001920663,1.618701118,0.801985778,1.991009355,6.958249547
0.018273429,0.143163838,0.007717915,2.053525026,0.391291127,3.780298088,0.00045099
0.016990672,0.180925591,0.468633503,6.594269111,15.69760271,1.000346634,0.00459727
0.015199091,0.339494962,0.795853872,0.00099426,0.19762111,1.67423263,0.000319276
0.016387395,8.62647431,0.007958539,0.009828789,0.392795647,0.727742514,5.743368298
0.019200366,0.830169296,0.005099176,0.00049072,1.009640276,0.605206757,1.061288195
0.018352454,0.066196242,0.006130558,0.201449719,49.07195194,1.988251143,0.149910942
0.017733105,0.359611303,0.040040547,0.000320504,0.449262325,3.648997089,0.000777738
0.018340139,0.130066863,0.210943752,0.330496349,0.103315782,0.834220112,0.195358959
0.017349599,4.668385018,0.27070732,0.000122321,695.8249547,1.003124032,0.223442955
0.015204922,7.342320421,0.005699455,0.000610708,734.2320421,1.077359696,0.006037169
0.016269959,0.185851755,2.268993926,0.000118168,117.7154137,1.096191612,1.199959716
0.017818334,0.099426007,0.029342695,2.759518649,125.1699273,0.856485068,8.430111782
0.018451273,5.099175976,1.409829737,0.004390359,9.208028751,1.90065937,0.00078373
0.018497334,3.421107072,0.010331578,1.045121222,1.453784386,0.949013161,4.945004221
0.016767309,3.242151713,1.551791374,0.163117291,170.1505406,0.675721189,4.740600231
0.018670193,1.195363526,0.026967043,5.527134079,3.060788587,2.725460478,1.714615189
0.015843475,0.040040547,0.00131573,0.001195364,3.596113027,3.497926561,0.000599101
0.018236668,5.298667488,0.022003917,1.227910369,7.286181745,1.378882955,0.002791472
0.019294498,0.055911353,0.01575796,0.018800382,5.743368298,1.66266786,0.27070732
0.016589781,0.569945506,0.098287887,2.366827827,3.67987726,1.9365651,2.63531985
0.017926306,2.125690345,0.000567762,0.714770577,17.14615189,0.927551956,0.078072844
0.015523148,1.005773063,0.119536353,0.001077705,0.986658057,1.93254231,2.440619068
0.017660134,0.206934706,0.529866749,1.545847567,0.646894313,1.778301568,0.116815373
0.015180155,1.177154137,0.00177487,0.78072844,10.94376268,2.254019505,0.006518785
0.019734237,0.154584757,0.049071952,0.005002265,96.41989777,0.671053642,0.002030019
0.01682852,0.074558987,0.00045099,0.000218357,41.76700491,3.561537054,0.155179137
0.015693777,0.155775803,0.03596113,0.003897924,0.674786937,1.231571169,0.004034905
0.017469801,0.079891394,0.012516993,0.183724328,1.266193268,1.76846786,1.320788666
0.016744814,8.593432434,8.050694251,0.005040806,166.9167807,1.376018627,0.01448216
0.016042219,5.401321148,0.094225113,0.010985842,370.8230031,0.650896472,0.073988916
0.017651668,2.321845584,2.412681533,0.029682467,1.938652636,1.418631611,0.001280855
0.019658686,0.160632468,0.103713033,0.439035866,6.394893753,3.241136992,0.12326317
0.017443018,1.872837083,1.837243276,8.019857778,998.0830188,0.96828255,0.022864761
0.016448796,2.166872377,0.994260074,6.225391476,39.27956474,1.810640337,0.039582206
0.018217441,1.662774415,0.027807802,0.000664508,10.05773063,2.367722491,0.069050474
0.015413383,0.519796479,0.053600232,5.968062098,45.0989745,0.998268633,0.001367204
0.016770525,4.527238074,0.004306919,0.000318053,61.54130009,1.289221363,0.033560879
0.017474828,9.791141644,0.045446454,0.000457966,135.1553786,1.057384439,0.000170805
0.019974125,4.98310456,0.481393254,0.002150305,62.7335696,1.651182974,0.000270707
0.018299733,7.065886657,1.80232594,0.000370823,10.90184492,0.844693585,0.007455899
0.016310574,0.679986045,0.000836566,0.035413322,7.629568912,2.339986165,0.000294555
0.018534621,1.209205183,1.037130326,0.37946058,0.145937421,0.511037123,9.422511294
0.018577326,1.858517551,0.102133136,0.043735423,9.86658057,0.984525173,0.762956891
0.019031721,8.759917176,0.005138464,0.00131069,6.931597451,2.304573851,0.012232071
0.017832009,6.493816316,0.022344296,0.02093309,14.48215973,2.23225215,0.001999095
0.015314671,0.447541521,0.003514256,0.009791142,942.2511294,0.549617559,0.137246096
0.016789835,0.095316188,0.000771792,0.00073142,2.175204034,0.978402503,0.146498552
0.019077401,0.380919612,1.431638382,0.002200392,115.9222139,0.629160499,0.012326317
0.018803151,1.837243276,0.533949274,0.080198578,40.8162718,0.680892997,0.231295225
0.015242879,0.599100939,3.14412642,0.000306079,435.6790396,0.920506619,1.761299993
0.015968548,0.036517413,0.000284555,0.000506019,18.0925591,3.119900458,1.80925591
0.015994601,3.500794892,2.545853058,0.076295689,330.4963494,1.276771187,0.038238425
0.018536398,0.949510999,0.000370823,0.091727594,3.267131889,2.157708539,0.000254585
0.018095565,0.748456676,2.565468383,1.393691549,155.1791374,0.518170935,0.001938653
0.016844666,1.894523514,0.000304906,0.025361017,0.254585306,3.859730187,0.137773809
0.01878693,4.097321098,0.000347403,2.268993926,1.049139729,1.537407914,0.511878238
0.017871382,0.036099401,0.009568268,1.081849047,0.1650061,2.641761088,0.02304093
0.0155843,6.77381503,4.869675252,0.067220231,7.258273574,0.820457211,0.022952676
0.019316713,7.175188804,0.046505038,0.517805509,1802.32594,0.866036659,0.000111131
0.017915995,0.552713408,0.007230472,3.527767866,2.615170448,1.647753003,5.17805509
0.019137868,2.900681199,0.001275949,3.27969406,346.0721624,2.379238668,0.000163117
0.015876935,0.166916781,0.283465363,0.001256512,14.4266889,1.794398103,0.044411966
0.019859531,0.672202309,0.00059452,0.000200678,3.973440066,2.727350278,0.138835331
0.015155429,5.677624505,0.115035884,0.067478694,0.685225211,0.534588238,0.000128578
0.017861102,0.23850638,1.35675053,0.000814392,0.108184905,3.009450318,0.24688801
0.015832843,0.090677596,0.119078494,8.39782203,45.97269885,0.737901421,0.242195833
0.017075607,0.047771257,0.000121385,0.004907195,0.330496349,3.949034577,2.234429552
0.017054334,1.172645298,0.627335696,3.242151713,288.9570756,0.981799271,3.541332187
0.018247163,2.968246743,0.023577622,3.096230849,1.437143053,0.508211174,0.06826006
0.019209575,0.151065978,0.023668278,0.178854553,19.61101175,0.596874697,0.000156976
0.016565935,0.152229913,0.203782397,0.000552713,321.7362533,0.529792748,0.843011178
0.015080045,0.088274107,0.419275997,0.331767113,14.31638382,2.417473374,3.514255501
0.018145957,0.176129999,0.011028082,0.000203002,9.531618832,2.52013322,4.225064403
0.017499982,0.147061842,0.414476584,0.000576545,2.991116533,1.354255547,0.001551791
0.018161625,0.101741937,4.964017837,0.693159745,0.654384996,2.282318286,0.000316835
0.017521811,3.205039109,6.747869371,0.104913973,0.183020611,2.753945483,1.38835331
0.016902917,3.394949616,0.001631173,1.795422513,0.109858416,1.251362694,0.012185219
0.015793417,0.354133219,0.477712567,3.267131889,4.03490518,1.008003047,0.000723047
0.015401563,0.754223396,0.000627336,1.844307504,0.820666426,0.534217818,0.000130067
0.016302756,1.464985524,0.585463736,0.008560517,16.06324685,1.328225406,0.007658905
0.01641728,1.909120466,0.004926063,5.339492736,92.78974901,0.773514371,0.117715414
0.017121518,0.288957076,0.008929627,0.216687238,0.185139889,1.109184991,2.889570756
0.016285568,0.200678109,0.268637518,0.000449262,47.22442369,2.663826278,0.066450767
0.015299992,0.942251129,0.203001852,1.522299133,2.431270795,0.989313727,0.025654684
0.016889955,0.085605171,0.000130067,0.285649411,4.544645372,0.526863083,0.920802875
0.015460753,0.070118616,0.030141625,0.610707612,0.284555292,1.661515786,0.069850041
0.01671273,0.511878238,1.51646829,0.000646894,103.3157819,0.657699282,0.005484874
0.019042674,0.139369155,0.026760856,0.200678109,0.350079489,1.151488498,0.1650061
0.015405994,1.393691549,0.005922431,0.000920803,2.770129039,0.77781556,0.042576177
0.015841956,0.27489489,0.00578762,0.099808302,171.4615189,0.843523403,0.002968247
0.018375347,0.37946058,0.000419276,3.084371394,1.991437435,2.771179187,1.137190789
0.019202208,3.132083512,0.037224882,0.010694652,64.19482215,2.49233846,5.238014142
0.01861299,0.336899216,0.001522299,0.002421958,2.208852249,1.314487115,0.000669628
0.015633694,0.120920518,0.001851399,0.000709306,65.18785137,3.921756603,0.000166277
0.016810778,0.042904219,0.100577306,0.021919636,13.46376946,1.645470315,0.070388223
0.019156228,0.335608795,4.407239651,0.000210136,0.440723965,0.549236725,0.00424131
0.018998899,0.122791037,0.008050694,0.112417347,76.58904719,1.239278124,0.00020145
0.01802283,2.565468383,9.422511294,0.01132835,4.475415208,2.159204667,0.450989745
0.019651147,5.138464179,0.088613522,0.078674381,2834.653633,0.879344266,0.008495064
0.019491622,0.040973211,0.886135224,0.111130517,1.367204041,2.773100688,0.01612501
0.01993012,0.053806325,0.048696753,0.001624925,0.589974626,0.525404332,6.619624175
0.015651695,9.679063372,2.251645417,0.047406002,4306.918629,0.779975115,0.644416522
0.017957275,1.181680313,0.416070253,0.001631173,1.209205183,2.763506489,0.000137246
0.015807054,0.291183436,7.717915156,0.003809196,8.929627309,0.981118975,0.000247837
0.01674642,2.516710919,0.012326317,3.132083512,30.02617421,1.517293308,0.000639489
0.017179079,3.343233167,0.028564941,0.022689939,389.7923696,0.912881814,3.460721624
0.016423578,0.23942344,1.213854595,0.00050215,1.594042881,0.85174885,0.444119661
0.019237226,0.035686175,0.011241735,0.162492505,14.81949257,2.596377214,0.210135777
0.015731445,0.03988718,0.430691863,0.020144972,0.106946522,0.685153905,0.632169201
0.016319962,1.137190789,0.000103316,0.000220039,474.0600231,1.48916127,0.005968062
0.016872148,0.592243087,0.069582495,0.000124213,251.6710919,0.714249487,0.001033158
0.016470894,1.38835331,5.968062098,0.728618175,373.6801254,0.704416203,0.052581544
0.017682163,9.94260074,0.322973334,4.527238074,0.427398834,1.448440076,1.976211096
0.015823736,0.043903587,0.012469049,0.00156976,1.195363526,1.217988068,0.007747591
0.018589801,0.148194926,0.304906489,0.405041945,3.943059525,1.183861246,0.263531985
0.015575336,9.56826805,0.033432332,0.049450042,0.18443075,1.507857403,0.000134638
0.016531023,5.505963567,7.286181745,0.000344747,0.971627952,2.006248064,0.017954225
0.018955224,2.403440269,0.019914374,0.000475883,1.534028165,1.0327564,0.033432332
0.019415138,0.786743808,0.042739883,2.900681199,98.6658057,2.160701832,0.00556972
0.015234111,0.533949274,1.851398894,0.000118622,31.32083512,2.807916433,0.045272381
0.017940064,5.021498454,0.00049831,0.08397822,10.69465223,1.894083588,0.000216687
0.018220935,0.111986757,0.004758828,0.000160017,0.307255737,0.810284248,0.000275952
0.016036067,0.994260074,4.475415208,0.002545853,34.87385841,2.007639171,0.025852348
0.01809036,0.054220893,0.225164542,0.013777381,10.53173687,1.504725159,0.003072557
0.015890643,3.736801254,2.63531985,0.021013578,3.22973334,2.534146624,0.00278078
0.015323485,4.632690995,0.003292305,0.960505818,0.119536353,0.61920971,0.000468634
0.01986715,0.12138546,0.552713408,0.054429373,2.277718242,0.588657346,0.082698951
0.019344519,2.243020967,0.820666426,1.464985524,9.03302752,0.543179147,0.065942691
0.018772523,0.119536353,0.000561263,9.641989777,18.30206106,3.070556181,0.007370552
0.017847405,2.63531985,2.101357769,0.004034905,1.909120466,1.210413514,4.407239651
0.015956303,8.527727876,0.02225871,0.078976885,0.470435406,3.072685266,0.003156216
0.019340809,0.56776245,6.44416522,0.008998428,21.1754834,1.087111561,0.000472244
0.018290961,0.05548386,0.792805522,0.548487414,10.21331359,2.114768877,0.028895708
0.015088724,6.014044907,0.307255737,0.025263877,4.597269885,1.606031289,0.000483244
0.017541986,0.136196726,0.646894313,0.000243127,1.025258393,1.643190789,0.042250644
0.01699882,2.536101709,0.005484874,0.023942344,420.8881192,1.455485029,0.011028082
0.017910841,4.686335029,0.000226899,0.030373861,3.514255501,1.342107283,0.013936915
0.019246452,4.192759967,0.000134122,0.000303739,592.2430869,0.972992102,0.002225871
0.015650194,0.035277679,1.774870482,0.465050376,0.142069221,1.214615765,2.357762196
0.01879594,0.065942691,0.003084371,0.034474661,2.6556245,2.409109552,0.004340103
0.016450374,0.817523038,1.504873519,0.095316188,347.4028151,0.936596791,0.000506019
0.019683209,5.238014142,0.001005773,0.022516454,158.7937238,2.537662133,0.057654516
0.017772259,0.098287887,6.619624175,0.38979237,9.422511294,2.027216258,0.028674774
0.019937766,0.057654516,0.000805069,0.601404491,1.961101175,3.646468673,0.00087936
0.017055969,0.734232042,0.081439169,2.867477376,12.95686698,2.601781846,7.427340485
0.017159322,0.262522582,0.000350079,4.03490518,2.109437521,2.574870722,3.217362533
0.015828289,2.911834361,0.006594269,0.027384196,6.34599901,1.670754778,0.000144822
0.01721701,0.998083019,5.319040944,0.000751335,18.0232594,3.564006579,0.033304276
0.018929793,0.162492505,0.008827411,0.039129113,0.354133219,0.652251382,0.011371908
0.016273079,2.431270795,0.002900681,0.000403491,1.399050314,0.694718297,0.015048735
0.019215102,0.088954243,0.000669628,1.837243276,5.548385993,1.500558953,0.00949511
0.015974675,6.985004121,1.177154137,0.015637476,18.58517551,0.886074556,0.356861749
0.015288259,0.424130984,0.000233973,0.004650504,2.516710919,0.528325885,0.000956827
0.016366979,0.811272335,0.032173625,0.000427399,113.2835021,0.95627668,2.717481941
